'Time','ECG1'
'[11:30:00.859]',0.405
'[11:30:00.867]',0.375
'[11:30:00.875]',0.355
'[11:30:00.883]',0.295
'[11:30:00.891]',0.245
'[11:30:00.898]',0.205
'[11:30:00.906]',0.175
'[11:30:00.914]',0.165
'[11:30:00.922]',0.195
'[11:30:00.930]',0.115
'[11:30:00.938]',-0.155
'[11:30:00.945]',-0.185
'[11:30:00.953]',0.295
'[11:30:00.961]',0.935
'[11:30:00.969]',0.925
'[11:30:00.977]',0.375
'[11:30:00.984]',0.065
'[11:30:00.992]',0.065
'[11:30:01.000]',0.115
'[11:30:01.008]',0.145
'[11:30:01.016]',0.165
'[11:30:01.023]',0.145
'[11:30:01.031]',0.165
'[11:30:01.039]',0.175
'[11:30:01.047]',0.175
'[11:30:01.055]',0.175
'[11:30:01.063]',0.185
'[11:30:01.070]',0.215
'[11:30:01.078]',0.225
'[11:30:01.086]',0.225
'[11:30:01.094]',0.235
'[11:30:01.102]',0.265
'[11:30:01.109]',0.275
'[11:30:01.117]',0.305
'[11:30:01.125]',0.325
'[11:30:01.133]',0.355
'[11:30:01.141]',0.385
'[11:30:01.148]',0.415
'[11:30:01.156]',0.445
'[11:30:01.164]',0.505
'[11:30:01.172]',0.535
'[11:30:01.180]',0.555
'[11:30:01.188]',0.565
'[11:30:01.195]',0.575
'[11:30:01.203]',0.545
'[11:30:01.211]',0.475
'[11:30:01.219]',0.415
'[11:30:01.227]',0.375
'[11:30:01.234]',0.325
'[11:30:01.242]',0.305
'[11:30:01.250]',0.275
'[11:30:01.258]',0.255
'[11:30:01.266]',0.245
'[11:30:01.273]',0.235
'[11:30:01.281]',0.225
'[11:30:01.289]',0.235
'[11:30:01.297]',0.245
'[11:30:01.305]',0.245
'[11:30:01.313]',0.255
'[11:30:01.320]',0.245
'[11:30:01.328]',0.255
'[11:30:01.336]',0.285
'[11:30:01.344]',0.305
'[11:30:01.352]',0.325
'[11:30:01.359]',0.345
'[11:30:01.367]',0.415
'[11:30:01.375]',0.435
'[11:30:01.383]',0.435
'[11:30:01.391]',0.415
'[11:30:01.398]',0.365
'[11:30:01.406]',0.345
'[11:30:01.414]',0.275
'[11:30:01.422]',0.225
'[11:30:01.430]',0.155
'[11:30:01.438]',0.145
'[11:30:01.445]',0.125
'[11:30:01.453]',0.115
'[11:30:01.461]',0.105
'[11:30:01.469]',-0.115
'[11:30:01.477]',-0.345
'[11:30:01.484]',-0.145
'[11:30:01.492]',0.545
'[11:30:01.500]',1035
'[11:30:01.508]',0.655
'[11:30:01.516]',0.105
'[11:30:01.523]',-0.075
'[11:30:01.531]',-0.015
'[11:30:01.539]',0.055
'[11:30:01.547]',0.095
'[11:30:01.555]',0.105
'[11:30:01.563]',0.105
'[11:30:01.570]',0.115
'[11:30:01.578]',0.105
'[11:30:01.586]',0.105
'[11:30:01.594]',0.115
'[11:30:01.602]',0.135
'[11:30:01.609]',0.145
'[11:30:01.617]',0.145
'[11:30:01.625]',0.165
'[11:30:01.633]',0.185
'[11:30:01.641]',0.205
'[11:30:01.648]',0.215
'[11:30:01.656]',0.225
'[11:30:01.664]',0.265
'[11:30:01.672]',0.305
'[11:30:01.680]',0.335
'[11:30:01.688]',0.385
'[11:30:01.695]',0.425
'[11:30:01.703]',0.455
'[11:30:01.711]',0.465
'[11:30:01.719]',0.475
'[11:30:01.727]',0.505
'[11:30:01.734]',0.475
'[11:30:01.742]',0.435
'[11:30:01.750]',0.375
'[11:30:01.758]',0.285
'[11:30:01.766]',0.225
'[11:30:01.773]',0.165
'[11:30:01.781]',0.155
'[11:30:01.789]',0.155
'[11:30:01.797]',0.135
'[11:30:01.805]',0.145
'[11:30:01.813]',0.145
'[11:30:01.820]',0.145
'[11:30:01.828]',0.125
'[11:30:01.836]',0.115
'[11:30:01.844]',0.115
'[11:30:01.852]',0.125
'[11:30:01.859]',0.145
'[11:30:01.867]',0.185
'[11:30:01.875]',0.185
'[11:30:01.883]',0.235
'[11:30:01.891]',0.255
'[11:30:01.898]',0.305
'[11:30:01.906]',0.315
'[11:30:01.914]',0.325
'[11:30:01.922]',0.295
'[11:30:01.930]',0.255
'[11:30:01.938]',0.225
'[11:30:01.945]',0.155
'[11:30:01.953]',0.095
'[11:30:01.961]',0.005
'[11:30:01.969]',-0.005
'[11:30:01.977]',-0.015
'[11:30:01.984]',-0.015
'[11:30:01.992]',-0.015
'[11:30:02.000]',-0.295
'[11:30:02.008]',-0.455
'[11:30:02.016]',-0.205
'[11:30:02.023]',0.465
'[11:30:02.031]',0.865
'[11:30:02.039]',0.475
'[11:30:02.047]',-0.035
'[11:30:02.055]',-0.195
'[11:30:02.063]',-0.175
'[11:30:02.070]',-0.095
'[11:30:02.078]',-0.035
'[11:30:02.086]',-0.015
'[11:30:02.094]',-0.035
'[11:30:02.102]',-0.035
'[11:30:02.109]',-0.015
'[11:30:02.117]',0.005
'[11:30:02.125]',-0.005
'[11:30:02.133]',0.005
'[11:30:02.141]',0.015
'[11:30:02.148]',0.015
'[11:30:02.156]',0.015
'[11:30:02.164]',0.045
'[11:30:02.172]',0.045
'[11:30:02.180]',0.065
'[11:30:02.188]',0.105
'[11:30:02.195]',0.135
'[11:30:02.203]',0.135
'[11:30:02.211]',0.175
'[11:30:02.219]',0.235
'[11:30:02.227]',0.295
'[11:30:02.234]',0.325
'[11:30:02.242]',0.355
'[11:30:02.250]',0.365
'[11:30:02.258]',0.365
'[11:30:02.266]',0.335
'[11:30:02.273]',0.295
'[11:30:02.281]',0.225
'[11:30:02.289]',0.175
'[11:30:02.297]',0.095
'[11:30:02.305]',0.045
'[11:30:02.313]',0.015
'[11:30:02.320]',-0.005
'[11:30:02.328]',-0.035
'[11:30:02.336]',-0.035
'[11:30:02.344]',-0.045
'[11:30:02.352]',-0.045
'[11:30:02.359]',-0.045
'[11:30:02.367]',-0.045
'[11:30:02.375]',-0.045
'[11:30:02.383]',-0.045
'[11:30:02.391]',-0.035
'[11:30:02.398]',-0.025
'[11:30:02.406]',0.005
'[11:30:02.414]',0.045
'[11:30:02.422]',0.085
'[11:30:02.430]',0.115
'[11:30:02.438]',0.135
'[11:30:02.445]',0.135
'[11:30:02.453]',0.105
'[11:30:02.461]',0.045
'[11:30:02.469]',-0.005
'[11:30:02.477]',-0.065
'[11:30:02.484]',-0.115
'[11:30:02.492]',-0.175
'[11:30:02.500]',-0.195
'[11:30:02.508]',-0.195
'[11:30:02.516]',-0.205
'[11:30:02.523]',-0.325
'[11:30:02.531]',-0.555
'[11:30:02.539]',-0.455
'[11:30:02.547]',0.035
'[11:30:02.555]',0.545
'[11:30:02.563]',0.515
'[11:30:02.570]',0.165
'[11:30:02.578]',-0.215
'[11:30:02.586]',-0.385
'[11:30:02.594]',-0.385
'[11:30:02.602]',-0.295
'[11:30:02.609]',-0.255
'[11:30:02.617]',-0.215
'[11:30:02.625]',-0.225
'[11:30:02.633]',-0.225
'[11:30:02.641]',-0.225
'[11:30:02.648]',-0.215
'[11:30:02.656]',-0.215
'[11:30:02.664]',-0.195
'[11:30:02.672]',-0.195
'[11:30:02.680]',-0.185
'[11:30:02.688]',-0.175
'[11:30:02.695]',-0.165
'[11:30:02.703]',-0.145
'[11:30:02.711]',-0.135
'[11:30:02.719]',-0.095
'[11:30:02.727]',-0.075
'[11:30:02.734]',-0.015
'[11:30:02.742]',0.025
'[11:30:02.750]',0.055
'[11:30:02.758]',0.105
'[11:30:02.766]',0.125
'[11:30:02.773]',0.135
'[11:30:02.781]',0.145
'[11:30:02.789]',0.125
'[11:30:02.797]',0.095
'[11:30:02.805]',0.045
'[11:30:02.813]',-0.015
'[11:30:02.820]',-0.045
'[11:30:02.828]',-0.125
'[11:30:02.836]',-0.185
'[11:30:02.844]',-0.195
'[11:30:02.852]',-0.195
'[11:30:02.859]',-0.215
'[11:30:02.867]',-0.215
'[11:30:02.875]',-0.215
'[11:30:02.883]',-0.225
'[11:30:02.891]',-0.225
'[11:30:02.898]',-0.235
'[11:30:02.906]',-0.215
'[11:30:02.914]',-0.195
'[11:30:02.922]',-0.175
'[11:30:02.930]',-0.155
'[11:30:02.938]',-0.135
'[11:30:02.945]',-0.105
'[11:30:02.953]',-0.055
'[11:30:02.961]',-0.035
'[11:30:02.969]',-0.035
'[11:30:02.977]',-0.015
'[11:30:02.984]',-0.045
'[11:30:02.992]',-0.085
'[11:30:03.000]',-0.115
'[11:30:03.008]',-0.205
'[11:30:03.016]',-0.275
'[11:30:03.023]',-0.315
'[11:30:03.031]',-0.345
'[11:30:03.039]',-0.335
'[11:30:03.047]',-0.335
'[11:30:03.055]',-0.465
'[11:30:03.063]',-0.735
'[11:30:03.070]',-0.685
'[11:30:03.078]',-0.135
'[11:30:03.086]',0.535
'[11:30:03.094]',0.585
'[11:30:03.102]',0.045
'[11:30:03.109]',-0.405
'[11:30:03.117]',-0.515
'[11:30:03.125]',-0.475
'[11:30:03.133]',-0.405
'[11:30:03.141]',-0.365
'[11:30:03.148]',-0.365
'[11:30:03.156]',-0.365
'[11:30:03.164]',-0.335
'[11:30:03.172]',-0.315
'[11:30:03.180]',-0.315
'[11:30:03.188]',-0.285
'[11:30:03.195]',-0.275
'[11:30:03.203]',-0.275
'[11:30:03.211]',-0.265
'[11:30:03.219]',-0.255
'[11:30:03.227]',-0.235
'[11:30:03.234]',-0.215
'[11:30:03.242]',-0.195
'[11:30:03.250]',-0.145
'[11:30:03.258]',-0.105
'[11:30:03.266]',-0.065
'[11:30:03.273]',-0.035
'[11:30:03.281]',0.005
'[11:30:03.289]',0.055
'[11:30:03.297]',0.085
'[11:30:03.305]',0.105
'[11:30:03.313]',0.115
'[11:30:03.320]',0.095
'[11:30:03.328]',0.045
'[11:30:03.336]',-0.005
'[11:30:03.344]',-0.075
'[11:30:03.352]',-0.115
'[11:30:03.359]',-0.155
'[11:30:03.367]',-0.175
'[11:30:03.375]',-0.205
'[11:30:03.383]',-0.235
'[11:30:03.391]',-0.225
'[11:30:03.398]',-0.235
'[11:30:03.406]',-0.235
'[11:30:03.414]',-0.235
'[11:30:03.422]',-0.225
'[11:30:03.430]',-0.225
'[11:30:03.438]',-0.215
'[11:30:03.445]',-0.185
'[11:30:03.453]',-0.155
'[11:30:03.461]',-0.155
'[11:30:03.469]',-0.115
'[11:30:03.477]',-0.055
'[11:30:03.484]',-0.005
'[11:30:03.492]',-0.015
'[11:30:03.500]',-0.015
'[11:30:03.508]',-0.045
'[11:30:03.516]',-0.085
'[11:30:03.523]',-0.135
'[11:30:03.531]',-0.205
'[11:30:03.539]',-0.245
'[11:30:03.547]',-0.305
'[11:30:03.555]',-0.325
'[11:30:03.563]',-0.315
'[11:30:03.570]',-0.315
'[11:30:03.578]',-0.375
'[11:30:03.586]',-0.655
'[11:30:03.594]',-0.785
'[11:30:03.602]',-0.415
'[11:30:03.609]',0.285
'[11:30:03.617]',0.635
'[11:30:03.625]',0.205
'[11:30:03.633]',-0.335
'[11:30:03.641]',-0.505
'[11:30:03.648]',-0.465
'[11:30:03.656]',-0.365
'[11:30:03.664]',-0.315
'[11:30:03.672]',-0.315
'[11:30:03.680]',-0.325
'[11:30:03.688]',-0.305
'[11:30:03.695]',-0.285
'[11:30:03.703]',-0.295
'[11:30:03.711]',-0.295
'[11:30:03.719]',-0.285
'[11:30:03.727]',-0.255
'[11:30:03.734]',-0.255
'[11:30:03.742]',-0.255
'[11:30:03.750]',-0.205
'[11:30:03.758]',-0.175
'[11:30:03.766]',-0.185
'[11:30:03.773]',-0.155
'[11:30:03.781]',-0.135
'[11:30:03.789]',-0.075
'[11:30:03.797]',-0.035
'[11:30:03.805]',0.015
'[11:30:03.813]',0.055
'[11:30:03.820]',0.095
'[11:30:03.828]',0.105
'[11:30:03.836]',0.115
'[11:30:03.844]',0.095
'[11:30:03.852]',0.075
'[11:30:03.859]',0.025
'[11:30:03.867]',-0.035
'[11:30:03.875]',-0.095
'[11:30:03.883]',-0.155
'[11:30:03.891]',-0.185
'[11:30:03.898]',-0.225
'[11:30:03.906]',-0.235
'[11:30:03.914]',-0.215
'[11:30:03.922]',-0.225
'[11:30:03.930]',-0.225
'[11:30:03.938]',-0.205
'[11:30:03.945]',-0.225
'[11:30:03.953]',-0.215
'[11:30:03.961]',-0.225
'[11:30:03.969]',-0.195
'[11:30:03.977]',-0.165
'[11:30:03.984]',-0.155
'[11:30:03.992]',-0.105
'[11:30:04.000]',-0.065
'[11:30:04.008]',0.005
'[11:30:04.016]',0.005
'[11:30:04.023]',-0.005
'[11:30:04.031]',-0.035
'[11:30:04.039]',-0.065
'[11:30:04.047]',-0.105
'[11:30:04.055]',-0.155
'[11:30:04.063]',-0.245
'[11:30:04.070]',-0.285
'[11:30:04.078]',-0.325
'[11:30:04.086]',-0.345
'[11:30:04.094]',-0.315
'[11:30:04.102]',-0.305
'[11:30:04.109]',-0.565
'[11:30:04.117]',-0.735
'[11:30:04.125]',-0.545
'[11:30:04.133]',0.115
'[11:30:04.141]',0.595
'[11:30:04.148]',0.285
'[11:30:04.156]',-0.265
'[11:30:04.164]',-0.505
'[11:30:04.172]',-0.465
'[11:30:04.180]',-0.395
'[11:30:04.188]',-0.315
'[11:30:04.195]',-0.325
'[11:30:04.203]',-0.325
'[11:30:04.211]',-0.335
'[11:30:04.219]',-0.315
'[11:30:04.227]',-0.295
'[11:30:04.234]',-0.285
'[11:30:04.242]',-0.285
'[11:30:04.250]',-0.265
'[11:30:04.258]',-0.255
'[11:30:04.266]',-0.245
'[11:30:04.273]',-0.245
'[11:30:04.281]',-0.235
'[11:30:04.289]',-0.185
'[11:30:04.297]',-0.175
'[11:30:04.305]',-0.155
'[11:30:04.313]',-0.095
'[11:30:04.320]',-0.045
'[11:30:04.328]',-0.035
'[11:30:04.336]',-0.005
'[11:30:04.344]',0.015
'[11:30:04.352]',0.075
'[11:30:04.359]',0.085
'[11:30:04.367]',0.085
'[11:30:04.375]',0.095
'[11:30:04.383]',0.045
'[11:30:04.391]',-0.015
'[11:30:04.398]',-0.095
'[11:30:04.406]',-0.155
'[11:30:04.414]',-0.205
'[11:30:04.422]',-0.225
'[11:30:04.430]',-0.245
'[11:30:04.438]',-0.245
'[11:30:04.445]',-0.275
'[11:30:04.453]',-0.265
'[11:30:04.461]',-0.285
'[11:30:04.469]',-0.275
'[11:30:04.477]',-0.275
'[11:30:04.484]',-0.275
'[11:30:04.492]',-0.285
'[11:30:04.500]',-0.255
'[11:30:04.508]',-0.235
'[11:30:04.516]',-0.205
'[11:30:04.523]',-0.195
'[11:30:04.531]',-0.175
'[11:30:04.539]',-0.085
'[11:30:04.547]',-0.075
'[11:30:04.555]',-0.065
'[11:30:04.563]',-0.075
'[11:30:04.570]',-0.115
'[11:30:04.578]',-0.155
'[11:30:04.586]',-0.245
'[11:30:04.594]',-0.315
'[11:30:04.602]',-0.355
'[11:30:04.609]',-0.365
'[11:30:04.617]',-0.365
'[11:30:04.625]',-0.365
'[11:30:04.633]',-0.395
'[11:30:04.641]',-0.595
'[11:30:04.648]',-0.765
'[11:30:04.656]',-0.585
'[11:30:04.664]',0.065
'[11:30:04.672]',0.605
'[11:30:04.680]',0.355
'[11:30:04.688]',-0.175
'[11:30:04.695]',-0.505
'[11:30:04.703]',-0.555
'[11:30:04.711]',-0.535
'[11:30:04.719]',-0.425
'[11:30:04.727]',-0.395
'[11:30:04.734]',-0.395
'[11:30:04.742]',-0.375
'[11:30:04.750]',-0.365
'[11:30:04.758]',-0.365
'[11:30:04.766]',-0.345
'[11:30:04.773]',-0.355
'[11:30:04.781]',-0.345
'[11:30:04.789]',-0.325
'[11:30:04.797]',-0.325
'[11:30:04.805]',-0.285
'[11:30:04.813]',-0.255
'[11:30:04.820]',-0.255
'[11:30:04.828]',-0.225
'[11:30:04.836]',-0.195
'[11:30:04.844]',-0.145
'[11:30:04.852]',-0.095
'[11:30:04.859]',-0.055
'[11:30:04.867]',0.005
'[11:30:04.875]',0.025
'[11:30:04.883]',0.055
'[11:30:04.891]',0.085
'[11:30:04.898]',0.065
'[11:30:04.906]',0.045
'[11:30:04.914]',-0.005
'[11:30:04.922]',-0.055
'[11:30:04.930]',-0.125
'[11:30:04.938]',-0.175
'[11:30:04.945]',-0.215
'[11:30:04.953]',-0.225
'[11:30:04.961]',-0.265
'[11:30:04.969]',-0.265
'[11:30:04.977]',-0.265
'[11:30:04.984]',-0.265
'[11:30:04.992]',-0.255
'[11:30:05.000]',-0.255
'[11:30:05.008]',-0.255
'[11:30:05.016]',-0.265
'[11:30:05.023]',-0.255
'[11:30:05.031]',-0.225
'[11:30:05.039]',-0.185
'[11:30:05.047]',-0.175
'[11:30:05.055]',-0.115
'[11:30:05.063]',-0.095
'[11:30:05.070]',-0.035
'[11:30:05.078]',-0.035
'[11:30:05.086]',-0.025
'[11:30:05.094]',-0.045
'[11:30:05.102]',-0.065
'[11:30:05.109]',-0.105
'[11:30:05.117]',-0.165
'[11:30:05.125]',-0.225
'[11:30:05.133]',-0.285
'[11:30:05.141]',-0.295
'[11:30:05.148]',-0.325
'[11:30:05.156]',-0.325
'[11:30:05.164]',-0.335
'[11:30:05.172]',-0.515
'[11:30:05.180]',-0.775
'[11:30:05.188]',-0.615
'[11:30:05.195]',0.045
'[11:30:05.203]',0.635
'[11:30:05.211]',0.385
'[11:30:05.219]',-0.195
'[11:30:05.227]',-0.485
'[11:30:05.234]',-0.465
'[11:30:05.242]',-0.405
'[11:30:05.250]',-0.325
'[11:30:05.258]',-0.305
'[11:30:05.266]',-0.325
'[11:30:05.273]',-0.325
'[11:30:05.281]',-0.335
'[11:30:05.289]',-0.295
'[11:30:05.297]',-0.305
'[11:30:05.305]',-0.295
'[11:30:05.313]',-0.265
'[11:30:05.320]',-0.265
'[11:30:05.328]',-0.245
'[11:30:05.336]',-0.235
'[11:30:05.344]',-0.245
'[11:30:05.352]',-0.205
'[11:30:05.359]',-0.185
'[11:30:05.367]',-0.165
'[11:30:05.375]',-0.105
'[11:30:05.383]',-0.055
'[11:30:05.391]',-0.025
'[11:30:05.398]',0.035
'[11:30:05.406]',0.065
'[11:30:05.414]',0.105
'[11:30:05.422]',0.105
'[11:30:05.430]',0.115
'[11:30:05.438]',0.115
'[11:30:05.445]',0.065
'[11:30:05.453]',0.015
'[11:30:05.461]',-0.045
'[11:30:05.469]',-0.105
'[11:30:05.477]',-0.145
'[11:30:05.484]',-0.175
'[11:30:05.492]',-0.195
'[11:30:05.500]',-0.185
'[11:30:05.508]',-0.185
'[11:30:05.516]',-0.215
'[11:30:05.523]',-0.205
'[11:30:05.531]',-0.225
'[11:30:05.539]',-0.185
'[11:30:05.547]',-0.175
'[11:30:05.555]',-0.185
'[11:30:05.563]',-0.165
'[11:30:05.570]',-0.135
'[11:30:05.578]',-0.115
'[11:30:05.586]',-0.085
'[11:30:05.594]',-0.075
'[11:30:05.602]',-0.005
'[11:30:05.609]',0.045
'[11:30:05.617]',0.015
'[11:30:05.625]',0.045
'[11:30:05.633]',-0.005
'[11:30:05.641]',-0.055
'[11:30:05.648]',-0.105
'[11:30:05.656]',-0.175
'[11:30:05.664]',-0.235
'[11:30:05.672]',-0.265
'[11:30:05.680]',-0.275
'[11:30:05.688]',-0.265
'[11:30:05.695]',-0.255
'[11:30:05.703]',-0.385
'[11:30:05.711]',-0.685
'[11:30:05.719]',-0.655
'[11:30:05.727]',-0.015
'[11:30:05.734]',0.675
'[11:30:05.742]',0.555
'[11:30:05.750]',-0.085
'[11:30:05.758]',-0.405
'[11:30:05.766]',-0.375
'[11:30:05.773]',-0.295
'[11:30:05.781]',-0.265
'[11:30:05.789]',-0.235
'[11:30:05.797]',-0.245
'[11:30:05.805]',-0.235
'[11:30:05.813]',-0.235
'[11:30:05.820]',-0.205
'[11:30:05.828]',-0.195
'[11:30:05.836]',-0.205
'[11:30:05.844]',-0.205
'[11:30:05.852]',-0.175
'[11:30:05.859]',-0.145
'[11:30:05.867]',-0.115
'[11:30:05.875]',-0.105
'[11:30:05.883]',-0.085
'[11:30:05.891]',-0.065
'[11:30:05.898]',-0.035
'[11:30:05.906]',0.005
'[11:30:05.914]',0.055
'[11:30:05.922]',0.095
'[11:30:05.930]',0.145
'[11:30:05.938]',0.205
'[11:30:05.945]',0.215
'[11:30:05.953]',0.215
'[11:30:05.961]',0.215
'[11:30:05.969]',0.205
'[11:30:05.977]',0.175
'[11:30:05.984]',0.125
'[11:30:05.992]',0.065
'[11:30:06.000]',0.005
'[11:30:06.008]',-0.025
'[11:30:06.016]',-0.075
'[11:30:06.023]',-0.095
'[11:30:06.031]',-0.095
'[11:30:06.039]',-0.075
'[11:30:06.047]',-0.075
'[11:30:06.055]',-0.055
'[11:30:06.063]',-0.075
'[11:30:06.070]',-0.075
'[11:30:06.078]',-0.085
'[11:30:06.086]',-0.075
'[11:30:06.094]',-0.075
'[11:30:06.102]',-0.055
'[11:30:06.109]',-0.045
'[11:30:06.117]',-0.015
'[11:30:06.125]',-0.005
'[11:30:06.133]',0.025
'[11:30:06.141]',0.065
'[11:30:06.148]',0.105
'[11:30:06.156]',0.125
'[11:30:06.164]',0.125
'[11:30:06.172]',0.095
'[11:30:06.180]',0.045
'[11:30:06.188]',0.005
'[11:30:06.195]',-0.055
'[11:30:06.203]',-0.105
'[11:30:06.211]',-0.175
'[11:30:06.219]',-0.185
'[11:30:06.227]',-0.195
'[11:30:06.234]',-0.185
'[11:30:06.242]',-0.215
'[11:30:06.250]',-0.475
'[11:30:06.258]',-0.585
'[11:30:06.266]',-0.275
'[11:30:06.273]',0.385
'[11:30:06.281]',0.705
'[11:30:06.289]',0.315
'[11:30:06.297]',-0.165
'[11:30:06.305]',-0.325
'[11:30:06.313]',-0.295
'[11:30:06.320]',-0.235
'[11:30:06.328]',-0.175
'[11:30:06.336]',-0.175
'[11:30:06.344]',-0.155
'[11:30:06.352]',-0.155
'[11:30:06.359]',-0.145
'[11:30:06.367]',-0.135
'[11:30:06.375]',-0.125
'[11:30:06.383]',-0.105
'[11:30:06.391]',-0.095
'[11:30:06.398]',-0.105
'[11:30:06.406]',-0.095
'[11:30:06.414]',-0.075
'[11:30:06.422]',-0.055
'[11:30:06.430]',-0.015
'[11:30:06.438]',0.015
'[11:30:06.445]',0.035
'[11:30:06.453]',0.075
'[11:30:06.461]',0.105
'[11:30:06.469]',0.155
'[11:30:06.477]',0.195
'[11:30:06.484]',0.225
'[11:30:06.492]',0.245
'[11:30:06.500]',0.285
'[11:30:06.508]',0.295
'[11:30:06.516]',0.255
'[11:30:06.523]',0.225
'[11:30:06.531]',0.155
'[11:30:06.539]',0.105
'[11:30:06.547]',0.055
'[11:30:06.555]',0.005
'[11:30:06.563]',-0.015
'[11:30:06.570]',-0.045
'[11:30:06.578]',-0.055
'[11:30:06.586]',-0.045
'[11:30:06.594]',-0.055
'[11:30:06.602]',-0.035
'[11:30:06.609]',-0.045
'[11:30:06.617]',-0.055
'[11:30:06.625]',-0.035
'[11:30:06.633]',-0.055
'[11:30:06.641]',-0.035
'[11:30:06.648]',-0.035
'[11:30:06.656]',-0.025
'[11:30:06.664]',0.015
'[11:30:06.672]',0.045
'[11:30:06.680]',0.075
'[11:30:06.688]',0.135
'[11:30:06.695]',0.175
'[11:30:06.703]',0.175
'[11:30:06.711]',0.155
'[11:30:06.719]',0.105
'[11:30:06.727]',0.085
'[11:30:06.734]',0.025
'[11:30:06.742]',-0.045
'[11:30:06.750]',-0.075
'[11:30:06.758]',-0.115
'[11:30:06.766]',-0.155
'[11:30:06.773]',-0.155
'[11:30:06.781]',-0.135
'[11:30:06.789]',-0.235
'[11:30:06.797]',-0.505
'[11:30:06.805]',-0.495
'[11:30:06.813]',-0.025
'[11:30:06.820]',0.555
'[11:30:06.828]',0.605
'[11:30:06.836]',0.135
'[11:30:06.844]',-0.255
'[11:30:06.852]',-0.295
'[11:30:06.859]',-0.255
'[11:30:06.867]',-0.185
'[11:30:06.875]',-0.145
'[11:30:06.883]',-0.145
'[11:30:06.891]',-0.135
'[11:30:06.898]',-0.125
'[11:30:06.906]',-0.135
'[11:30:06.914]',-0.115
'[11:30:06.922]',-0.105
'[11:30:06.930]',-0.115
'[11:30:06.938]',-0.075
'[11:30:06.945]',-0.045
'[11:30:06.953]',-0.055
'[11:30:06.961]',-0.025
'[11:30:06.969]',-0.015
'[11:30:06.977]',0.005
'[11:30:06.984]',0.025
'[11:30:06.992]',0.055
