'Time','ECG1'
'[09:34:01.047]',-0.085
'[09:34:01.055]',-0.055
'[09:34:01.063]',-0.035
'[09:34:01.070]',-0.055
'[09:34:01.078]',-0.105
'[09:34:01.086]',-0.105
'[09:34:01.094]',-0.055
'[09:34:01.102]',-0.055
'[09:34:01.109]',-0.075
'[09:34:01.117]',-0.075
'[09:34:01.125]',-0.075
'[09:34:01.133]',-0.075
'[09:34:01.141]',-0.075
'[09:34:01.148]',-0.105
'[09:34:01.156]',-0.105
'[09:34:01.164]',-0.125
'[09:34:01.172]',-0.125
'[09:34:01.180]',-0.015
'[09:34:01.188]',0.045
'[09:34:01.195]',0.085
'[09:34:01.203]',0.065
'[09:34:01.211]',-0.015
'[09:34:01.219]',0.045
'[09:34:01.227]',0.145
'[09:34:01.234]',0.095
'[09:34:01.242]',0.105
'[09:34:01.250]',-0.005
'[09:34:01.258]',-0.055
'[09:34:01.266]',-0.085
'[09:34:01.273]',-0.135
'[09:34:01.281]',-0.145
'[09:34:01.289]',-0.165
'[09:34:01.297]',-0.185
'[09:34:01.305]',-0.115
'[09:34:01.313]',-0.135
'[09:34:01.320]',-0.155
'[09:34:01.328]',-0.115
'[09:34:01.336]',-0.115
'[09:34:01.344]',-0.195
'[09:34:01.352]',-0.215
'[09:34:01.359]',0.465
'[09:34:01.367]',1495
'[09:34:01.375]',2075
'[09:34:01.383]',1475
'[09:34:01.391]',-0.035
'[09:34:01.398]',-0.515
'[09:34:01.406]',-0.355
'[09:34:01.414]',-0.205
'[09:34:01.422]',-0.165
'[09:34:01.430]',-0.205
'[09:34:01.438]',-0.175
'[09:34:01.445]',-0.155
'[09:34:01.453]',-0.145
'[09:34:01.461]',-0.145
'[09:34:01.469]',-0.125
'[09:34:01.477]',-0.105
'[09:34:01.484]',-0.095
'[09:34:01.492]',-0.095
'[09:34:01.500]',-0.075
'[09:34:01.508]',-0.025
'[09:34:01.516]',-0.035
'[09:34:01.523]',-0.055
'[09:34:01.531]',-0.055
'[09:34:01.539]',0.015
'[09:34:01.547]',0.035
'[09:34:01.555]',0.085
'[09:34:01.563]',0.135
'[09:34:01.570]',0.195
'[09:34:01.578]',0.215
'[09:34:01.586]',0.265
'[09:34:01.594]',0.315
'[09:34:01.602]',0.305
'[09:34:01.609]',0.285
'[09:34:01.617]',0.315
'[09:34:01.625]',0.245
'[09:34:01.633]',0.135
'[09:34:01.641]',0.055
'[09:34:01.648]',0.005
'[09:34:01.656]',-0.035
'[09:34:01.664]',-0.105
'[09:34:01.672]',-0.095
'[09:34:01.680]',-0.125
'[09:34:01.688]',-0.155
'[09:34:01.695]',-0.115
'[09:34:01.703]',-0.155
'[09:34:01.711]',-0.175
'[09:34:01.719]',-0.145
'[09:34:01.727]',-0.175
'[09:34:01.734]',-0.135
'[09:34:01.742]',-0.135
'[09:34:01.750]',-0.135
'[09:34:01.758]',-0.135
'[09:34:01.766]',-0.095
'[09:34:01.773]',-0.125
'[09:34:01.781]',-0.065
'[09:34:01.789]',-0.105
'[09:34:01.797]',-0.135
'[09:34:01.805]',-0.115
'[09:34:01.813]',-0.115
'[09:34:01.820]',-0.125
'[09:34:01.828]',-0.065
'[09:34:01.836]',-0.095
'[09:34:01.844]',-0.085
'[09:34:01.852]',-0.095
'[09:34:01.859]',-0.115
'[09:34:01.867]',-0.115
'[09:34:01.875]',-0.115
'[09:34:01.883]',-0.125
'[09:34:01.891]',-0.095
'[09:34:01.898]',-0.145
'[09:34:01.906]',-0.185
'[09:34:01.914]',-0.145
'[09:34:01.922]',-0.125
'[09:34:01.930]',-0.105
'[09:34:01.938]',-0.115
'[09:34:01.945]',-0.075
'[09:34:01.953]',-0.145
'[09:34:01.961]',-0.115
'[09:34:01.969]',-0.065
'[09:34:01.977]',-0.165
'[09:34:01.984]',-0.065
'[09:34:01.992]',0.005
'[09:34:02.000]',0.055
'[09:34:02.008]',0.015
'[09:34:02.016]',-0.025
'[09:34:02.023]',0.085
'[09:34:02.031]',0.085
'[09:34:02.039]',0.035
'[09:34:02.047]',0.035
'[09:34:02.055]',-0.015
'[09:34:02.063]',-0.015
'[09:34:02.070]',-0.175
'[09:34:02.078]',-0.165
'[09:34:02.086]',-0.205
'[09:34:02.094]',-0.215
'[09:34:02.102]',-0.245
'[09:34:02.109]',-0.185
'[09:34:02.117]',-0.145
'[09:34:02.125]',-0.165
'[09:34:02.133]',-0.145
'[09:34:02.141]',-0.135
'[09:34:02.148]',-0.295
'[09:34:02.156]',-0.265
'[09:34:02.164]',0.475
'[09:34:02.172]',1535
'[09:34:02.180]',2115
'[09:34:02.188]',1345
'[09:34:02.195]',-0.235
'[09:34:02.203]',-0.615
'[09:34:02.211]',-0.405
'[09:34:02.219]',-0.255
'[09:34:02.227]',-0.195
'[09:34:02.234]',-0.185
'[09:34:02.242]',-0.165
'[09:34:02.250]',-0.195
'[09:34:02.258]',-0.155
'[09:34:02.266]',-0.165
'[09:34:02.273]',-0.215
'[09:34:02.281]',-0.165
'[09:34:02.289]',-0.115
'[09:34:02.297]',-0.075
'[09:34:02.305]',-0.115
'[09:34:02.313]',-0.065
'[09:34:02.320]',-0.045
'[09:34:02.328]',-0.055
'[09:34:02.336]',-0.045
'[09:34:02.344]',-0.015
'[09:34:02.352]',0.015
'[09:34:02.359]',0.065
'[09:34:02.367]',0.155
'[09:34:02.375]',0.195
'[09:34:02.383]',0.235
'[09:34:02.391]',0.215
'[09:34:02.398]',0.255
'[09:34:02.406]',0.325
'[09:34:02.414]',0.335
'[09:34:02.422]',0.265
'[09:34:02.430]',0.205
'[09:34:02.438]',0.095
'[09:34:02.445]',-0.025
'[09:34:02.453]',0.035
'[09:34:02.461]',0.015
'[09:34:02.469]',-0.075
'[09:34:02.477]',-0.125
'[09:34:02.484]',-0.105
'[09:34:02.492]',-0.135
'[09:34:02.500]',-0.145
'[09:34:02.508]',-0.195
'[09:34:02.516]',-0.105
'[09:34:02.523]',-0.115
'[09:34:02.531]',-0.125
'[09:34:02.539]',-0.065
'[09:34:02.547]',-0.135
'[09:34:02.555]',-0.135
'[09:34:02.563]',-0.065
'[09:34:02.570]',-0.045
'[09:34:02.578]',-0.075
'[09:34:02.586]',-0.025
'[09:34:02.594]',-0.065
'[09:34:02.602]',-0.065
'[09:34:02.609]',-0.055
'[09:34:02.617]',-0.045
'[09:34:02.625]',-0.075
'[09:34:02.633]',-0.065
'[09:34:02.641]',-0.065
'[09:34:02.648]',-0.095
'[09:34:02.656]',-0.045
'[09:34:02.664]',-0.015
'[09:34:02.672]',-0.055
'[09:34:02.680]',-0.045
'[09:34:02.688]',-0.065
'[09:34:02.695]',-0.035
'[09:34:02.703]',-0.035
'[09:34:02.711]',-0.045
'[09:34:02.719]',-0.075
'[09:34:02.727]',-0.095
'[09:34:02.734]',-0.085
'[09:34:02.742]',-0.055
'[09:34:02.750]',-0.015
'[09:34:02.758]',-0.055
'[09:34:02.766]',-0.035
'[09:34:02.773]',-0.025
'[09:34:02.781]',-0.075
'[09:34:02.789]',-0.025
'[09:34:02.797]',0.075
'[09:34:02.805]',0.115
'[09:34:02.813]',0.105
'[09:34:02.820]',0.065
'[09:34:02.828]',0.055
'[09:34:02.836]',0.105
'[09:34:02.844]',0.095
'[09:34:02.852]',0.115
'[09:34:02.859]',0.145
'[09:34:02.867]',0.065
'[09:34:02.875]',0.015
'[09:34:02.883]',-0.005
'[09:34:02.891]',-0.045
'[09:34:02.898]',-0.095
'[09:34:02.906]',-0.145
'[09:34:02.914]',-0.105
'[09:34:02.922]',-0.075
'[09:34:02.930]',-0.075
'[09:34:02.938]',-0.045
'[09:34:02.945]',-0.105
'[09:34:02.953]',-0.025
'[09:34:02.961]',-0.105
'[09:34:02.969]',0.105
'[09:34:02.977]',0.955
'[09:34:02.984]',1725
'[09:34:02.992]',1755
'[09:34:03.000]',0.475
'[09:34:03.008]',-0.355
'[09:34:03.016]',-0.405
'[09:34:03.023]',-0.175
'[09:34:03.031]',-0.085
'[09:34:03.039]',-0.125
'[09:34:03.047]',-0.095
'[09:34:03.055]',-0.105
'[09:34:03.063]',-0.125
'[09:34:03.070]',-0.095
'[09:34:03.078]',-0.095
'[09:34:03.086]',-0.065
'[09:34:03.094]',-0.095
'[09:34:03.102]',-0.075
'[09:34:03.109]',-0.085
'[09:34:03.117]',-0.095
'[09:34:03.125]',-0.005
'[09:34:03.133]',0.025
'[09:34:03.141]',0.005
'[09:34:03.148]',-0.005
'[09:34:03.156]',-0.015
'[09:34:03.164]',0.055
'[09:34:03.172]',0.105
'[09:34:03.180]',0.195
'[09:34:03.188]',0.255
'[09:34:03.195]',0.265
'[09:34:03.203]',0.235
'[09:34:03.211]',0.215
'[09:34:03.219]',0.225
'[09:34:03.227]',0.305
'[09:34:03.234]',0.285
'[09:34:03.242]',0.185
'[09:34:03.250]',0.085
'[09:34:03.258]',-0.025
'[09:34:03.266]',-0.095
'[09:34:03.273]',-0.115
'[09:34:03.281]',-0.105
'[09:34:03.289]',-0.155
'[09:34:03.297]',-0.135
'[09:34:03.305]',-0.185
'[09:34:03.313]',-0.235
'[09:34:03.320]',-0.155
'[09:34:03.328]',-0.145
'[09:34:03.336]',-0.235
'[09:34:03.344]',-0.225
'[09:34:03.352]',-0.195
'[09:34:03.359]',-0.195
'[09:34:03.367]',-0.125
'[09:34:03.375]',-0.115
'[09:34:03.383]',-0.185
'[09:34:03.391]',-0.125
'[09:34:03.398]',-0.095
'[09:34:03.406]',-0.075
'[09:34:03.414]',-0.135
'[09:34:03.422]',-0.155
'[09:34:03.430]',-0.195
'[09:34:03.438]',-0.195
'[09:34:03.445]',-0.155
'[09:34:03.453]',-0.125
'[09:34:03.461]',-0.125
'[09:34:03.469]',-0.165
'[09:34:03.477]',-0.225
'[09:34:03.484]',-0.215
'[09:34:03.492]',-0.125
'[09:34:03.500]',-0.115
'[09:34:03.508]',-0.105
'[09:34:03.516]',-0.135
'[09:34:03.523]',-0.185
'[09:34:03.531]',-0.185
'[09:34:03.539]',-0.195
'[09:34:03.547]',-0.175
'[09:34:03.555]',-0.215
'[09:34:03.563]',-0.145
'[09:34:03.570]',-0.045
'[09:34:03.578]',-0.015
'[09:34:03.586]',0.005
'[09:34:03.594]',0.025
'[09:34:03.602]',0.015
'[09:34:03.609]',0.045
'[09:34:03.617]',-0.025
'[09:34:03.625]',0.065
'[09:34:03.633]',-0.025
'[09:34:03.641]',-0.135
'[09:34:03.648]',-0.155
'[09:34:03.656]',-0.195
'[09:34:03.664]',-0.175
'[09:34:03.672]',-0.225
'[09:34:03.680]',-0.215
'[09:34:03.688]',-0.205
'[09:34:03.695]',-0.205
'[09:34:03.703]',-0.185
'[09:34:03.711]',-0.195
'[09:34:03.719]',-0.175
'[09:34:03.727]',-0.255
'[09:34:03.734]',-0.285
'[09:34:03.742]',0.395
'[09:34:03.750]',1385
'[09:34:03.758]',2075
'[09:34:03.766]',1325
'[09:34:03.773]',-0.255
'[09:34:03.781]',-0.655
'[09:34:03.789]',-0.425
'[09:34:03.797]',-0.275
'[09:34:03.805]',-0.275
'[09:34:03.813]',-0.265
'[09:34:03.820]',-0.245
'[09:34:03.828]',-0.235
'[09:34:03.836]',-0.225
'[09:34:03.844]',-0.205
'[09:34:03.852]',-0.215
'[09:34:03.859]',-0.205
'[09:34:03.867]',-0.165
'[09:34:03.875]',-0.175
'[09:34:03.883]',-0.165
'[09:34:03.891]',-0.175
'[09:34:03.898]',-0.165
'[09:34:03.906]',-0.105
'[09:34:03.914]',-0.105
'[09:34:03.922]',-0.125
'[09:34:03.930]',-0.095
'[09:34:03.938]',-0.005
'[09:34:03.945]',0.005
'[09:34:03.953]',0.085
'[09:34:03.961]',0.145
'[09:34:03.969]',0.155
'[09:34:03.977]',0.155
'[09:34:03.984]',0.225
'[09:34:03.992]',0.215
'[09:34:04.000]',0.115
'[09:34:04.008]',0.035
'[09:34:04.016]',-0.055
'[09:34:04.023]',-0.075
'[09:34:04.031]',-0.115
'[09:34:04.039]',-0.175
'[09:34:04.047]',-0.235
'[09:34:04.055]',-0.275
'[09:34:04.063]',-0.295
'[09:34:04.070]',-0.345
'[09:34:04.078]',-0.355
'[09:34:04.086]',-0.325
'[09:34:04.094]',-0.345
'[09:34:04.102]',-0.345
'[09:34:04.109]',-0.365
'[09:34:04.117]',-0.255
'[09:34:04.125]',-0.275
'[09:34:04.133]',-0.315
'[09:34:04.141]',-0.335
'[09:34:04.148]',-0.265
'[09:34:04.156]',-0.265
'[09:34:04.164]',-0.305
'[09:34:04.172]',-0.285
'[09:34:04.180]',-0.275
'[09:34:04.188]',-0.355
'[09:34:04.195]',-0.275
'[09:34:04.203]',-0.245
'[09:34:04.211]',-0.265
'[09:34:04.219]',-0.345
'[09:34:04.227]',-0.305
'[09:34:04.234]',-0.315
'[09:34:04.242]',-0.345
'[09:34:04.250]',-0.295
'[09:34:04.258]',-0.305
'[09:34:04.266]',-0.325
'[09:34:04.273]',-0.325
'[09:34:04.281]',-0.305
'[09:34:04.289]',-0.205
'[09:34:04.297]',-0.125
'[09:34:04.305]',-0.185
'[09:34:04.313]',-0.155
'[09:34:04.320]',-0.215
'[09:34:04.328]',-0.165
'[09:34:04.336]',-0.105
'[09:34:04.344]',-0.125
'[09:34:04.352]',-0.115
'[09:34:04.359]',-0.125
'[09:34:04.367]',-0.195
'[09:34:04.375]',-0.295
'[09:34:04.383]',-0.305
'[09:34:04.391]',-0.265
'[09:34:04.398]',-0.235
'[09:34:04.406]',-0.225
'[09:34:04.414]',-0.235
'[09:34:04.422]',-0.255
'[09:34:04.430]',-0.175
'[09:34:04.438]',-0.195
'[09:34:04.445]',-0.175
'[09:34:04.453]',-0.295
'[09:34:04.461]',-0.305
'[09:34:04.469]',0.345
'[09:34:04.477]',1185
'[09:34:04.484]',1635
'[09:34:04.492]',1015
'[09:34:04.500]',-0.065
'[09:34:04.508]',-0.355
'[09:34:04.516]',-0.265
'[09:34:04.523]',-0.135
'[09:34:04.531]',-0.065
'[09:34:04.539]',-0.055
'[09:34:04.547]',-0.045
'[09:34:04.555]',-0.015
'[09:34:04.563]',0.015
'[09:34:04.570]',0.005
'[09:34:04.578]',0.045
'[09:34:04.586]',0.095
'[09:34:04.594]',0.075
'[09:34:04.602]',0.075
'[09:34:04.609]',0.065
'[09:34:04.617]',0.065
'[09:34:04.625]',0.135
'[09:34:04.633]',0.135
'[09:34:04.641]',0.145
'[09:34:04.648]',0.135
'[09:34:04.656]',0.195
'[09:34:04.664]',0.195
'[09:34:04.672]',0.275
'[09:34:04.680]',0.295
'[09:34:04.688]',0.305
'[09:34:04.695]',0.315
'[09:34:04.703]',0.345
'[09:34:04.711]',0.315
'[09:34:04.719]',0.305
'[09:34:04.727]',0.265
'[09:34:04.734]',0.275
'[09:34:04.742]',0.235
'[09:34:04.750]',0.195
'[09:34:04.758]',0.145
'[09:34:04.766]',0.105
'[09:34:04.773]',0.055
'[09:34:04.781]',-0.005
'[09:34:04.789]',-0.025
'[09:34:04.797]',-0.005
'[09:34:04.805]',-0.045
'[09:34:04.813]',-0.085
'[09:34:04.820]',-0.015
'[09:34:04.828]',-0.015
'[09:34:04.836]',-0.015
'[09:34:04.844]',-0.065
'[09:34:04.852]',-0.055
'[09:34:04.859]',-0.065
'[09:34:04.867]',0.015
'[09:34:04.875]',-0.015
'[09:34:04.883]',-0.065
'[09:34:04.891]',-0.075
'[09:34:04.898]',-0.055
'[09:34:04.906]',-0.075
'[09:34:04.914]',-0.065
'[09:34:04.922]',-0.075
'[09:34:04.930]',-0.065
'[09:34:04.938]',-0.095
'[09:34:04.945]',-0.115
'[09:34:04.953]',-0.075
'[09:34:04.961]',-0.085
'[09:34:04.969]',-0.075
'[09:34:04.977]',-0.115
'[09:34:04.984]',-0.165
'[09:34:04.992]',-0.145
'[09:34:05.000]',-0.045
'[09:34:05.008]',0.015
'[09:34:05.016]',0.025
'[09:34:05.023]',0.025
'[09:34:05.031]',0.025
'[09:34:05.039]',0.005
'[09:34:05.047]',0.035
'[09:34:05.055]',0.025
'[09:34:05.063]',0.035
'[09:34:05.070]',0.035
'[09:34:05.078]',-0.105
'[09:34:05.086]',-0.115
'[09:34:05.094]',-0.165
'[09:34:05.102]',-0.175
'[09:34:05.109]',-0.255
'[09:34:05.117]',-0.235
'[09:34:05.125]',-0.155
'[09:34:05.133]',-0.125
'[09:34:05.141]',-0.235
'[09:34:05.148]',-0.225
'[09:34:05.156]',-0.095
'[09:34:05.164]',-0.205
'[09:34:05.172]',-0.275
'[09:34:05.180]',0.465
'[09:34:05.188]',1525
'[09:34:05.195]',2185
'[09:34:05.203]',1255
'[09:34:05.211]',-0.205
'[09:34:05.219]',-0.555
'[09:34:05.227]',-0.425
'[09:34:05.234]',-0.245
'[09:34:05.242]',-0.155
'[09:34:05.250]',-0.215
'[09:34:05.258]',-0.185
'[09:34:05.266]',-0.155
'[09:34:05.273]',-0.155
'[09:34:05.281]',-0.135
'[09:34:05.289]',-0.145
'[09:34:05.297]',-0.105
'[09:34:05.305]',-0.115
'[09:34:05.313]',-0.115
'[09:34:05.320]',-0.035
'[09:34:05.328]',-0.025
'[09:34:05.336]',-0.015
'[09:34:05.344]',-0.035
'[09:34:05.352]',-0.005
'[09:34:05.359]',0.005
'[09:34:05.367]',0.095
'[09:34:05.375]',0.125
'[09:34:05.383]',0.165
'[09:34:05.391]',0.215
'[09:34:05.398]',0.305
'[09:34:05.406]',0.315
'[09:34:05.414]',0.365
'[09:34:05.422]',0.335
'[09:34:05.430]',0.305
'[09:34:05.438]',0.315
'[09:34:05.445]',0.295
'[09:34:05.453]',0.235
'[09:34:05.461]',0.155
'[09:34:05.469]',0.105
'[09:34:05.477]',0.105
'[09:34:05.484]',0.085
'[09:34:05.492]',0.095
'[09:34:05.500]',0.045
'[09:34:05.508]',0.045
'[09:34:05.516]',0.075
'[09:34:05.523]',0.075
'[09:34:05.531]',0.085
'[09:34:05.539]',0.095
'[09:34:05.547]',0.115
'[09:34:05.555]',0.135
'[09:34:05.563]',0.165
'[09:34:05.570]',0.175
'[09:34:05.578]',0.185
'[09:34:05.586]',0.205
'[09:34:05.594]',0.215
'[09:34:05.602]',0.205
'[09:34:05.609]',0.215
'[09:34:05.617]',0.215
'[09:34:05.625]',0.215
'[09:34:05.633]',0.235
'[09:34:05.641]',0.235
'[09:34:05.648]',0.235
'[09:34:05.656]',0.255
'[09:34:05.664]',0.245
'[09:34:05.672]',0.245
'[09:34:05.680]',0.255
'[09:34:05.688]',0.255
'[09:34:05.695]',0.285
'[09:34:05.703]',0.275
'[09:34:05.711]',0.285
'[09:34:05.719]',0.285
'[09:34:05.727]',0.265
'[09:34:05.734]',0.285
'[09:34:05.742]',0.295
'[09:34:05.750]',0.305
'[09:34:05.758]',0.285
'[09:34:05.766]',0.265
'[09:34:05.773]',0.245
'[09:34:05.781]',0.235
'[09:34:05.789]',0.225
'[09:34:05.797]',0.205
'[09:34:05.805]',0.205
'[09:34:05.813]',0.195
'[09:34:05.820]',0.205
'[09:34:05.828]',0.195
'[09:34:05.836]',0.185
'[09:34:05.844]',0.205
'[09:34:05.852]',0.195
'[09:34:05.859]',0.125
'[09:34:05.867]',0.185
'[09:34:05.875]',0.545
'[09:34:05.883]',0.945
'[09:34:05.891]',1015
'[09:34:05.898]',0.465
'[09:34:05.906]',0.025
'[09:34:05.914]',-0.055
'[09:34:05.922]',0.015
'[09:34:05.930]',0.065
'[09:34:05.938]',0.055
'[09:34:05.945]',0.025
'[09:34:05.953]',0.005
'[09:34:05.961]',0.015
'[09:34:05.969]',0.005
'[09:34:05.977]',-0.015
'[09:34:05.984]',-0.015
'[09:34:05.992]',0.005
'[09:34:06.000]',0.005
'[09:34:06.008]',-0.005
'[09:34:06.016]',-0.025
'[09:34:06.023]',-0.005
'[09:34:06.031]',-0.035
'[09:34:06.039]',-0.035
'[09:34:06.047]',0.005
'[09:34:06.055]',-0.005
'[09:34:06.063]',0.025
'[09:34:06.070]',0.085
'[09:34:06.078]',0.135
'[09:34:06.086]',0.185
'[09:34:06.094]',0.205
'[09:34:06.102]',0.195
'[09:34:06.109]',0.185
'[09:34:06.117]',0.205
'[09:34:06.125]',0.265
'[09:34:06.133]',0.225
'[09:34:06.141]',0.175
'[09:34:06.148]',0.055
'[09:34:06.156]',-0.045
'[09:34:06.164]',-0.105
'[09:34:06.172]',-0.075
'[09:34:06.180]',-0.155
'[09:34:06.188]',-0.195
'[09:34:06.195]',-0.225
'[09:34:06.203]',-0.215
'[09:34:06.211]',-0.185
'[09:34:06.219]',-0.225
'[09:34:06.227]',-0.215
'[09:34:06.234]',-0.195
'[09:34:06.242]',-0.205
'[09:34:06.250]',-0.195
'[09:34:06.258]',-0.175
'[09:34:06.266]',-0.195
'[09:34:06.273]',-0.185
'[09:34:06.281]',-0.195
'[09:34:06.289]',-0.195
'[09:34:06.297]',-0.185
'[09:34:06.305]',-0.175
'[09:34:06.313]',-0.155
'[09:34:06.320]',-0.195
'[09:34:06.328]',-0.195
'[09:34:06.336]',-0.215
'[09:34:06.344]',-0.195
'[09:34:06.352]',-0.205
'[09:34:06.359]',-0.195
'[09:34:06.367]',-0.225
'[09:34:06.375]',-0.095
'[09:34:06.383]',-0.155
'[09:34:06.391]',-0.085
'[09:34:06.398]',-0.075
'[09:34:06.406]',-0.175
'[09:34:06.414]',-0.005
'[09:34:06.422]',0.005
'[09:34:06.430]',-0.025
'[09:34:06.438]',-0.025
'[09:34:06.445]',-0.105
'[09:34:06.453]',-0.215
'[09:34:06.461]',-0.265
'[09:34:06.469]',-0.255
'[09:34:06.477]',-0.285
'[09:34:06.484]',-0.265
'[09:34:06.492]',-0.225
'[09:34:06.500]',-0.245
'[09:34:06.508]',-0.225
'[09:34:06.516]',-0.295
'[09:34:06.523]',-0.245
'[09:34:06.531]',-0.225
'[09:34:06.539]',-0.285
'[09:34:06.547]',-0.365
'[09:34:06.555]',0.245
'[09:34:06.563]',1295
'[09:34:06.570]',1855
'[09:34:06.578]',1205
'[09:34:06.586]',-0.115
'[09:34:06.594]',-0.565
'[09:34:06.602]',-0.395
'[09:34:06.609]',-0.335
'[09:34:06.617]',-0.255
'[09:34:06.625]',-0.235
'[09:34:06.633]',-0.275
'[09:34:06.641]',-0.235
'[09:34:06.648]',-0.225
'[09:34:06.656]',-0.215
'[09:34:06.664]',-0.185
'[09:34:06.672]',-0.185
'[09:34:06.680]',-0.195
'[09:34:06.688]',-0.145
'[09:34:06.695]',-0.165
'[09:34:06.703]',-0.135
'[09:34:06.711]',-0.125
'[09:34:06.719]',-0.145
'[09:34:06.727]',-0.135
'[09:34:06.734]',-0.055
'[09:34:06.742]',-0.025
'[09:34:06.750]',0.005
'[09:34:06.758]',0.025
'[09:34:06.766]',0.095
'[09:34:06.773]',0.145
'[09:34:06.781]',0.155
'[09:34:06.789]',0.125
'[09:34:06.797]',0.215
'[09:34:06.805]',0.185
'[09:34:06.813]',0.135
'[09:34:06.820]',0.105
'[09:34:06.828]',0.045
'[09:34:06.836]',-0.055
'[09:34:06.844]',-0.065
'[09:34:06.852]',-0.115
'[09:34:06.859]',-0.115
'[09:34:06.867]',-0.145
'[09:34:06.875]',-0.195
'[09:34:06.883]',-0.165
'[09:34:06.891]',-0.135
'[09:34:06.898]',-0.165
'[09:34:06.906]',-0.195
'[09:34:06.914]',-0.185
'[09:34:06.922]',-0.155
'[09:34:06.930]',-0.175
'[09:34:06.938]',-0.175
'[09:34:06.945]',-0.155
'[09:34:06.953]',-0.125
'[09:34:06.961]',-0.125
'[09:34:06.969]',-0.125
