'Time','ECG1'
'[16:00:00.268]',0.105
'[16:00:00.272]',0.1
'[16:00:00.276]',0.075
'[16:00:00.280]',0.09
'[16:00:00.284]',0.08
'[16:00:00.288]',0.08
'[16:00:00.292]',0.07
'[16:00:00.296]',0.09
'[16:00:00.300]',0.075
'[16:00:00.304]',0.075
'[16:00:00.308]',0.07
'[16:00:00.312]',0.075
'[16:00:00.316]',0.07
'[16:00:00.320]',0.075
'[16:00:00.324]',0.08
'[16:00:00.328]',0.07
'[16:00:00.332]',0.08
'[16:00:00.336]',0.08
'[16:00:00.340]',0.075
'[16:00:00.344]',0.075
'[16:00:00.348]',0.075
'[16:00:00.352]',0.08
'[16:00:00.356]',0.065
'[16:00:00.360]',0.075
'[16:00:00.364]',0.095
'[16:00:00.368]',0.1
'[16:00:00.372]',0.075
'[16:00:00.376]',0.11
'[16:00:00.380]',0.105
'[16:00:00.384]',0.1
'[16:00:00.388]',0.09
'[16:00:00.392]',0.11
'[16:00:00.396]',0.09
'[16:00:00.400]',0.12
'[16:00:00.404]',0.115
'[16:00:00.408]',0.1
'[16:00:00.412]',0.09
'[16:00:00.416]',0.09
'[16:00:00.420]',0.09
'[16:00:00.424]',0.085
'[16:00:00.428]',0.09
'[16:00:00.432]',0.1
'[16:00:00.436]',0.095
'[16:00:00.440]',0.09
'[16:00:00.444]',0.1
'[16:00:00.448]',0.1
'[16:00:00.452]',0.09
'[16:00:00.456]',0.105
'[16:00:00.460]',0.085
'[16:00:00.464]',0.1
'[16:00:00.468]',0.09
'[16:00:00.472]',0.095
'[16:00:00.476]',0.095
'[16:00:00.480]',0.11
'[16:00:00.484]',0.105
'[16:00:00.488]',0.1
'[16:00:00.492]',0.075
'[16:00:00.496]',0.105
'[16:00:00.500]',0.1
'[16:00:00.504]',0.095
'[16:00:00.508]',0.1
'[16:00:00.512]',0.1
'[16:00:00.516]',0.095
'[16:00:00.520]',0.11
'[16:00:00.524]',0.105
'[16:00:00.528]',0.105
'[16:00:00.532]',0.095
'[16:00:00.536]',0.1
'[16:00:00.540]',0.1
'[16:00:00.544]',0.105
'[16:00:00.548]',0.095
'[16:00:00.552]',0.095
'[16:00:00.556]',0.09
'[16:00:00.560]',0.095
'[16:00:00.564]',0.09
'[16:00:00.568]',0.1
'[16:00:00.572]',0.085
'[16:00:00.576]',0.095
'[16:00:00.580]',0.1
'[16:00:00.584]',0.1
'[16:00:00.588]',0.1
'[16:00:00.592]',0.1
'[16:00:00.596]',0.12
'[16:00:00.600]',0.1
'[16:00:00.604]',0.095
'[16:00:00.608]',0.09
'[16:00:00.612]',0.095
'[16:00:00.616]',0.075
'[16:00:00.620]',0.09
'[16:00:00.624]',0.085
'[16:00:00.628]',0.095
'[16:00:00.632]',0.095
'[16:00:00.636]',0.1
'[16:00:00.640]',0.095
'[16:00:00.644]',0.085
'[16:00:00.648]',0.1
'[16:00:00.652]',0.105
'[16:00:00.656]',0.085
'[16:00:00.660]',0.105
'[16:00:00.664]',0.11
'[16:00:00.668]',0.1
'[16:00:00.672]',0.09
'[16:00:00.676]',0.1
'[16:00:00.680]',0.095
'[16:00:00.684]',0.095
'[16:00:00.688]',0.07
'[16:00:00.692]',0.1
'[16:00:00.696]',0.095
'[16:00:00.700]',0.08
'[16:00:00.704]',0.08
'[16:00:00.708]',0.09
'[16:00:00.712]',0.09
'[16:00:00.716]',0.095
'[16:00:00.720]',0.1
'[16:00:00.724]',0.1
'[16:00:00.728]',0.095
'[16:00:00.732]',0.13
'[16:00:00.736]',0.115
'[16:00:00.740]',0.105
'[16:00:00.744]',0.1
'[16:00:00.748]',0.125
'[16:00:00.752]',0.1
'[16:00:00.756]',0.09
'[16:00:00.760]',0.125
'[16:00:00.764]',0.115
'[16:00:00.768]',0.105
'[16:00:00.772]',0.11
'[16:00:00.776]',0.095
'[16:00:00.780]',0.085
'[16:00:00.784]',0.09
'[16:00:00.788]',0.095
'[16:00:00.792]',0.09
'[16:00:00.796]',0.115
'[16:00:00.800]',0.095
'[16:00:00.804]',0.11
'[16:00:00.808]',0.105
'[16:00:00.812]',0.1
'[16:00:00.816]',0.1
'[16:00:00.820]',0.115
'[16:00:00.824]',0.105
'[16:00:00.828]',0.12
'[16:00:00.832]',0.105
'[16:00:00.836]',0.1
'[16:00:00.840]',0.1
'[16:00:00.844]',0.1
'[16:00:00.848]',0.09
'[16:00:00.852]',0.095
'[16:00:00.856]',0.11
'[16:00:00.860]',0.105
'[16:00:00.864]',0.115
'[16:00:00.868]',0.12
'[16:00:00.872]',0.105
'[16:00:00.876]',0.11
'[16:00:00.880]',0.13
'[16:00:00.884]',0.11
'[16:00:00.888]',0.115
'[16:00:00.892]',0.11
'[16:00:00.896]',0.115
'[16:00:00.900]',0.11
'[16:00:00.904]',0.1
'[16:00:00.908]',0.105
'[16:00:00.912]',0.085
'[16:00:00.916]',0.09
'[16:00:00.920]',0.12
'[16:00:00.924]',0.09
'[16:00:00.928]',0.09
'[16:00:00.932]',0.115
'[16:00:00.936]',0.09
'[16:00:00.940]',0.085
'[16:00:00.944]',0.09
'[16:00:00.948]',0.095
'[16:00:00.952]',0.105
'[16:00:00.956]',0.095
'[16:00:00.960]',0.11
'[16:00:00.964]',0.11
'[16:00:00.968]',0.105
'[16:00:00.972]',0.105
'[16:00:00.976]',0.11
'[16:00:00.980]',0.095
'[16:00:00.984]',0.09
'[16:00:00.988]',0.085
'[16:00:00.992]',0.085
'[16:00:00.996]',0.08
'[16:00:01.000]',0.09
'[16:00:01.004]',0.085
'[16:00:01.008]',0.08
'[16:00:01.012]',0.09
'[16:00:01.016]',0.09
'[16:00:01.020]',0.075
'[16:00:01.024]',0.07
'[16:00:01.028]',0.075
'[16:00:01.032]',0.065
'[16:00:01.036]',0.065
'[16:00:01.040]',0.06
'[16:00:01.044]',0.065
'[16:00:01.048]',0.065
'[16:00:01.052]',0.075
'[16:00:01.056]',0.075
'[16:00:01.060]',0.07
'[16:00:01.064]',0.06
'[16:00:01.068]',0.085
'[16:00:01.072]',0.07
'[16:00:01.076]',0.075
'[16:00:01.080]',0.06
'[16:00:01.084]',0.055
'[16:00:01.088]',0.055
'[16:00:01.092]',0.065
'[16:00:01.096]',0.075
'[16:00:01.100]',0.085
'[16:00:01.104]',0.08
'[16:00:01.108]',0.055
'[16:00:01.112]',0.08
'[16:00:01.116]',0.095
'[16:00:01.120]',0.085
'[16:00:01.124]',0.1
'[16:00:01.128]',0.1
'[16:00:01.132]',0.09
'[16:00:01.136]',0.1
'[16:00:01.140]',0.095
'[16:00:01.144]',0.115
'[16:00:01.148]',0.11
'[16:00:01.152]',0.11
'[16:00:01.156]',0.09
'[16:00:01.160]',0.09
'[16:00:01.164]',0.095
'[16:00:01.168]',0.085
'[16:00:01.172]',0.08
'[16:00:01.176]',0.075
'[16:00:01.180]',0.085
'[16:00:01.184]',0.085
'[16:00:01.188]',0.08
'[16:00:01.192]',0.07
'[16:00:01.196]',0.08
'[16:00:01.200]',0.05
'[16:00:01.204]',0.055
'[16:00:01.208]',0.075
'[16:00:01.212]',0.065
'[16:00:01.216]',0.075
'[16:00:01.220]',0.085
'[16:00:01.224]',0.105
'[16:00:01.228]',0.16
'[16:00:01.232]',0.23
'[16:00:01.236]',0.35
'[16:00:01.240]',0.375
'[16:00:01.244]',0.395
'[16:00:01.248]',0.265
'[16:00:01.252]',-0.06
'[16:00:01.256]',-0.415
'[16:00:01.260]',-0.74
'[16:00:01.264]',-0.925
'[16:00:01.268]',-0.925
'[16:00:01.272]',-0.785
'[16:00:01.276]',-0.605
'[16:00:01.280]',-0.465
'[16:00:01.284]',-0.275
'[16:00:01.288]',-0.085
'[16:00:01.292]',-0.01
'[16:00:01.296]',0.015
'[16:00:01.300]',0.045
'[16:00:01.304]',0.075
'[16:00:01.308]',0.12
'[16:00:01.312]',0.15
'[16:00:01.316]',0.16
'[16:00:01.320]',0.17
'[16:00:01.324]',0.185
'[16:00:01.328]',0.195
'[16:00:01.332]',0.2
'[16:00:01.336]',0.19
'[16:00:01.340]',0.185
'[16:00:01.344]',0.2
'[16:00:01.348]',0.2
'[16:00:01.352]',0.2
'[16:00:01.356]',0.22
'[16:00:01.360]',0.195
'[16:00:01.364]',0.2
'[16:00:01.368]',0.225
'[16:00:01.372]',0.215
'[16:00:01.376]',0.23
'[16:00:01.380]',0.225
'[16:00:01.384]',0.235
'[16:00:01.388]',0.275
'[16:00:01.392]',0.265
'[16:00:01.396]',0.275
'[16:00:01.400]',0.275
'[16:00:01.404]',0.3
'[16:00:01.408]',0.305
'[16:00:01.412]',0.315
'[16:00:01.416]',0.325
'[16:00:01.420]',0.32
'[16:00:01.424]',0.34
'[16:00:01.428]',0.34
'[16:00:01.432]',0.355
'[16:00:01.436]',0.37
'[16:00:01.440]',0.385
'[16:00:01.444]',0.4
'[16:00:01.448]',0.415
'[16:00:01.452]',0.435
'[16:00:01.456]',0.435
'[16:00:01.460]',0.435
'[16:00:01.464]',0.42
'[16:00:01.468]',0.43
'[16:00:01.472]',0.43
'[16:00:01.476]',0.455
'[16:00:01.480]',0.42
'[16:00:01.484]',0.44
'[16:00:01.488]',0.42
'[16:00:01.492]',0.41
'[16:00:01.496]',0.39
'[16:00:01.500]',0.375
'[16:00:01.504]',0.36
'[16:00:01.508]',0.365
'[16:00:01.512]',0.33
'[16:00:01.516]',0.325
'[16:00:01.520]',0.3
'[16:00:01.524]',0.27
'[16:00:01.528]',0.24
'[16:00:01.532]',0.245
'[16:00:01.536]',0.22
'[16:00:01.540]',0.18
'[16:00:01.544]',0.17
'[16:00:01.548]',0.16
'[16:00:01.552]',0.145
'[16:00:01.556]',0.14
'[16:00:01.560]',0.125
'[16:00:01.564]',0.105
'[16:00:01.568]',0.11
'[16:00:01.572]',0.125
'[16:00:01.576]',0.095
'[16:00:01.580]',0.105
'[16:00:01.584]',0.115
'[16:00:01.588]',0.11
'[16:00:01.592]',0.09
'[16:00:01.596]',0.09
'[16:00:01.600]',0.12
'[16:00:01.604]',0.105
'[16:00:01.608]',0.115
'[16:00:01.612]',0.11
'[16:00:01.616]',0.105
'[16:00:01.620]',0.105
'[16:00:01.624]',0.11
'[16:00:01.628]',0.115
'[16:00:01.632]',0.095
'[16:00:01.636]',0.11
'[16:00:01.640]',0.11
'[16:00:01.644]',0.1
'[16:00:01.648]',0.1
'[16:00:01.652]',0.1
'[16:00:01.656]',0.115
'[16:00:01.660]',0.11
'[16:00:01.664]',0.12
'[16:00:01.668]',0.12
'[16:00:01.672]',0.12
'[16:00:01.676]',0.11
'[16:00:01.680]',0.1
'[16:00:01.684]',0.13
'[16:00:01.688]',0.11
'[16:00:01.692]',0.11
'[16:00:01.696]',0.115
'[16:00:01.700]',0.11
'[16:00:01.704]',0.095
'[16:00:01.708]',0.075
'[16:00:01.712]',0.09
'[16:00:01.716]',0.115
'[16:00:01.720]',0.085
'[16:00:01.724]',0.09
'[16:00:01.728]',0.09
'[16:00:01.732]',0.09
'[16:00:01.736]',0.09
'[16:00:01.740]',0.1
'[16:00:01.744]',0.075
'[16:00:01.748]',0.1
'[16:00:01.752]',0.1
'[16:00:01.756]',0.075
'[16:00:01.760]',0.085
'[16:00:01.764]',0.08
'[16:00:01.768]',0.085
'[16:00:01.772]',0.05
'[16:00:01.776]',0.08
'[16:00:01.780]',0.08
'[16:00:01.784]',0.07
'[16:00:01.788]',0.07
'[16:00:01.792]',0.075
'[16:00:01.796]',0.075
'[16:00:01.800]',0.07
'[16:00:01.804]',0.075
'[16:00:01.808]',0.085
'[16:00:01.812]',0.07
'[16:00:01.816]',0.075
'[16:00:01.820]',0.07
'[16:00:01.824]',0.095
'[16:00:01.828]',0.08
'[16:00:01.832]',0.075
'[16:00:01.836]',0.085
'[16:00:01.840]',0.075
'[16:00:01.844]',0.075
'[16:00:01.848]',0.105
'[16:00:01.852]',0.085
'[16:00:01.856]',0.07
'[16:00:01.860]',0.075
'[16:00:01.864]',0.09
'[16:00:01.868]',0.095
'[16:00:01.872]',0.09
'[16:00:01.876]',0.09
'[16:00:01.880]',0.115
'[16:00:01.884]',0.09
'[16:00:01.888]',0.105
'[16:00:01.892]',0.09
'[16:00:01.896]',0.075
'[16:00:01.900]',0.07
'[16:00:01.904]',0.07
'[16:00:01.908]',0.07
'[16:00:01.912]',0.085
'[16:00:01.916]',0.07
'[16:00:01.920]',0.075
'[16:00:01.924]',0.06
'[16:00:01.928]',0.055
'[16:00:01.932]',0.06
'[16:00:01.936]',0.045
'[16:00:01.940]',0.055
'[16:00:01.944]',0.05
'[16:00:01.948]',0.055
'[16:00:01.952]',0.055
'[16:00:01.956]',0.045
'[16:00:01.960]',0.055
'[16:00:01.964]',0.065
'[16:00:01.968]',0.07
'[16:00:01.972]',0.055
'[16:00:01.976]',0.065
'[16:00:01.980]',0.07
'[16:00:01.984]',0.07
'[16:00:01.988]',0.07
'[16:00:01.992]',0.05
'[16:00:01.996]',0.06
'[16:00:02.000]',0.05
'[16:00:02.004]',0.055
'[16:00:02.008]',0.06
'[16:00:02.012]',0.04
'[16:00:02.016]',0.045
'[16:00:02.020]',0.07
'[16:00:02.024]',0.07
'[16:00:02.028]',0.11
'[16:00:02.032]',0.17
'[16:00:02.036]',0.27
'[16:00:02.040]',0.375
'[16:00:02.044]',0.435
'[16:00:02.048]',0.41
'[16:00:02.052]',0.245
'[16:00:02.056]',-0.025
'[16:00:02.060]',-0.36
'[16:00:02.064]',-0.695
'[16:00:02.068]',-0.95
'[16:00:02.072]',-0.96
'[16:00:02.076]',-0.77
'[16:00:02.080]',-0.575
'[16:00:02.084]',-0.39
'[16:00:02.088]',-0.18
'[16:00:02.092]',-0.055
'[16:00:02.096]',-0.035
'[16:00:02.100]',-0.005
'[16:00:02.104]',0.035
'[16:00:02.108]',0.05
'[16:00:02.112]',0.085
'[16:00:02.116]',0.11
'[16:00:02.120]',0.14
'[16:00:02.124]',0.13
'[16:00:02.128]',0.145
'[16:00:02.132]',0.135
'[16:00:02.136]',0.14
'[16:00:02.140]',0.13
'[16:00:02.144]',0.16
'[16:00:02.148]',0.14
'[16:00:02.152]',0.135
'[16:00:02.156]',0.15
'[16:00:02.160]',0.16
'[16:00:02.164]',0.16
'[16:00:02.168]',0.15
'[16:00:02.172]',0.16
'[16:00:02.176]',0.175
'[16:00:02.180]',0.185
'[16:00:02.184]',0.185
'[16:00:02.188]',0.2
'[16:00:02.192]',0.205
'[16:00:02.196]',0.205
'[16:00:02.200]',0.225
'[16:00:02.204]',0.23
'[16:00:02.208]',0.245
'[16:00:02.212]',0.235
'[16:00:02.216]',0.26
'[16:00:02.220]',0.265
'[16:00:02.224]',0.27
'[16:00:02.228]',0.28
'[16:00:02.232]',0.275
'[16:00:02.236]',0.3
'[16:00:02.240]',0.32
'[16:00:02.244]',0.315
'[16:00:02.248]',0.335
'[16:00:02.252]',0.32
'[16:00:02.256]',0.345
'[16:00:02.260]',0.335
'[16:00:02.264]',0.355
'[16:00:02.268]',0.36
'[16:00:02.272]',0.34
'[16:00:02.276]',0.34
'[16:00:02.280]',0.345
'[16:00:02.284]',0.345
'[16:00:02.288]',0.305
'[16:00:02.292]',0.305
'[16:00:02.296]',0.285
'[16:00:02.300]',0.255
'[16:00:02.304]',0.26
'[16:00:02.308]',0.235
'[16:00:02.312]',0.225
'[16:00:02.316]',0.185
'[16:00:02.320]',0.165
'[16:00:02.324]',0.16
'[16:00:02.328]',0.12
'[16:00:02.332]',0.115
'[16:00:02.336]',0.11
'[16:00:02.340]',0.085
'[16:00:02.344]',0.085
'[16:00:02.348]',0.075
'[16:00:02.352]',0.08
'[16:00:02.356]',0.07
'[16:00:02.360]',0.08
'[16:00:02.364]',0.055
'[16:00:02.368]',0.055
'[16:00:02.372]',0.05
'[16:00:02.376]',0.07
'[16:00:02.380]',0.055
'[16:00:02.384]',0.055
'[16:00:02.388]',0.06
'[16:00:02.392]',0.055
'[16:00:02.396]',0.045
'[16:00:02.400]',0.055
'[16:00:02.404]',0.06
'[16:00:02.408]',0.065
'[16:00:02.412]',0.055
'[16:00:02.416]',0.07
'[16:00:02.420]',0.06
'[16:00:02.424]',0.09
'[16:00:02.428]',0.075
'[16:00:02.432]',0.08
'[16:00:02.436]',0.075
'[16:00:02.440]',0.07
'[16:00:02.444]',0.08
'[16:00:02.448]',0.05
'[16:00:02.452]',0.05
'[16:00:02.456]',0.075
'[16:00:02.460]',0.075
'[16:00:02.464]',0.075
'[16:00:02.468]',0.075
'[16:00:02.472]',0.085
'[16:00:02.476]',0.075
'[16:00:02.480]',0.075
'[16:00:02.484]',0.075
'[16:00:02.488]',0.07
'[16:00:02.492]',0.075
'[16:00:02.496]',0.085
'[16:00:02.500]',0.075
'[16:00:02.504]',0.065
'[16:00:02.508]',0.06
'[16:00:02.512]',0.08
'[16:00:02.516]',0.055
'[16:00:02.520]',0.075
'[16:00:02.524]',0.085
'[16:00:02.528]',0.06
'[16:00:02.532]',0.065
'[16:00:02.536]',0.07
'[16:00:02.540]',0.06
'[16:00:02.544]',0.07
'[16:00:02.548]',0.07
'[16:00:02.552]',0.08
'[16:00:02.556]',0.07
'[16:00:02.560]',0.065
'[16:00:02.564]',0.075
'[16:00:02.568]',0.075
'[16:00:02.572]',0.06
'[16:00:02.576]',0.08
'[16:00:02.580]',0.08
'[16:00:02.584]',0.08
'[16:00:02.588]',0.065
'[16:00:02.592]',0.09
'[16:00:02.596]',0.085
'[16:00:02.600]',0.09
'[16:00:02.604]',0.095
'[16:00:02.608]',0.09
'[16:00:02.612]',0.09
'[16:00:02.616]',0.09
'[16:00:02.620]',0.105
'[16:00:02.624]',0.105
'[16:00:02.628]',0.075
'[16:00:02.632]',0.07
'[16:00:02.636]',0.095
'[16:00:02.640]',0.07
'[16:00:02.644]',0.07
'[16:00:02.648]',0.07
'[16:00:02.652]',0.05
'[16:00:02.656]',0.065
'[16:00:02.660]',0.055
'[16:00:02.664]',0.065
'[16:00:02.668]',0.065
'[16:00:02.672]',0.045
'[16:00:02.676]',0.045
'[16:00:02.680]',0.035
'[16:00:02.684]',0.035
'[16:00:02.688]',0.035
'[16:00:02.692]',0.055
'[16:00:02.696]',0.04
'[16:00:02.700]',0.035
'[16:00:02.704]',0.05
'[16:00:02.708]',0.05
'[16:00:02.712]',0.035
'[16:00:02.716]',0.055
'[16:00:02.720]',0.035
'[16:00:02.724]',0.03
'[16:00:02.728]',0.045
'[16:00:02.732]',0.055
'[16:00:02.736]',0.04
'[16:00:02.740]',0.04
'[16:00:02.744]',0.04
'[16:00:02.748]',0.05
'[16:00:02.752]',0.035
'[16:00:02.756]',0.06
'[16:00:02.760]',0.06
'[16:00:02.764]',0.055
'[16:00:02.768]',0.08
'[16:00:02.772]',0.14
'[16:00:02.776]',0.225
'[16:00:02.780]',0.33
'[16:00:02.784]',0.41
'[16:00:02.788]',0.44
'[16:00:02.792]',0.335
'[16:00:02.796]',0.11
'[16:00:02.800]',-0.235
'[16:00:02.804]',-0.595
'[16:00:02.808]',-0.885
'[16:00:02.812]',-0.995
'[16:00:02.816]',-0.865
'[16:00:02.820]',-0.655
'[16:00:02.824]',-0.45
'[16:00:02.828]',-0.255
'[16:00:02.832]',-0.1
'[16:00:02.836]',-0.03
'[16:00:02.840]',-0.01
'[16:00:02.844]',0.025
'[16:00:02.848]',0.03
'[16:00:02.852]',0.08
'[16:00:02.856]',0.1
'[16:00:02.860]',0.115
'[16:00:02.864]',0.13
'[16:00:02.868]',0.145
'[16:00:02.872]',0.135
'[16:00:02.876]',0.14
'[16:00:02.880]',0.12
'[16:00:02.884]',0.15
'[16:00:02.888]',0.145
'[16:00:02.892]',0.155
'[16:00:02.896]',0.155
'[16:00:02.900]',0.17
'[16:00:02.904]',0.17
'[16:00:02.908]',0.165
'[16:00:02.912]',0.175
'[16:00:02.916]',0.18
'[16:00:02.920]',0.195
'[16:00:02.924]',0.185
'[16:00:02.928]',0.18
'[16:00:02.932]',0.205
'[16:00:02.936]',0.205
'[16:00:02.940]',0.21
'[16:00:02.944]',0.22
'[16:00:02.948]',0.23
'[16:00:02.952]',0.235
'[16:00:02.956]',0.235
'[16:00:02.960]',0.265
'[16:00:02.964]',0.26
'[16:00:02.968]',0.27
'[16:00:02.972]',0.295
'[16:00:02.976]',0.3
'[16:00:02.980]',0.335
'[16:00:02.984]',0.325
'[16:00:02.988]',0.35
'[16:00:02.992]',0.335
'[16:00:02.996]',0.32
'[16:00:03.000]',0.345
'[16:00:03.004]',0.325
'[16:00:03.008]',0.33
'[16:00:03.012]',0.33
'[16:00:03.016]',0.315
'[16:00:03.020]',0.315
'[16:00:03.024]',0.3
'[16:00:03.028]',0.315
'[16:00:03.032]',0.295
'[16:00:03.036]',0.285
'[16:00:03.040]',0.275
'[16:00:03.044]',0.27
'[16:00:03.048]',0.235
'[16:00:03.052]',0.21
'[16:00:03.056]',0.19
'[16:00:03.060]',0.18
'[16:00:03.064]',0.16
'[16:00:03.068]',0.115
'[16:00:03.072]',0.08
'[16:00:03.076]',0.085
'[16:00:03.080]',0.085
'[16:00:03.084]',0.07
'[16:00:03.088]',0.045
'[16:00:03.092]',0.04
'[16:00:03.096]',0.045
'[16:00:03.100]',0.025
'[16:00:03.104]',0.025
'[16:00:03.108]',0.04
'[16:00:03.112]',0.03
'[16:00:03.116]',0.03
'[16:00:03.120]',0.04
'[16:00:03.124]',0.04
'[16:00:03.128]',0.04
'[16:00:03.132]',0.045
'[16:00:03.136]',0.035
'[16:00:03.140]',0.05
'[16:00:03.144]',0.04
'[16:00:03.148]',0.045
'[16:00:03.152]',0.05
'[16:00:03.156]',0.035
'[16:00:03.160]',0.035
'[16:00:03.164]',0.055
'[16:00:03.168]',0.04
'[16:00:03.172]',0.04
'[16:00:03.176]',0.045
'[16:00:03.180]',0.035
'[16:00:03.184]',0.045
'[16:00:03.188]',0.055
'[16:00:03.192]',0.055
'[16:00:03.196]',0.05
'[16:00:03.200]',0.055
'[16:00:03.204]',0.045
'[16:00:03.208]',0.06
'[16:00:03.212]',0.04
'[16:00:03.216]',0.05
'[16:00:03.220]',0.06
'[16:00:03.224]',0.045
'[16:00:03.228]',0.06
'[16:00:03.232]',0.045
'[16:00:03.236]',0.025
'[16:00:03.240]',0.03
'[16:00:03.244]',0.035
'[16:00:03.248]',0.035
'[16:00:03.252]',0.015
'[16:00:03.256]',0.025
'[16:00:03.260]',0.045
'[16:00:03.264]',0.045
'[16:00:03.268]',0.045
'[16:00:03.272]',0.04
'[16:00:03.276]',0.055
'[16:00:03.280]',0.04
'[16:00:03.284]',0.045
'[16:00:03.288]',0.05
'[16:00:03.292]',0.035
'[16:00:03.296]',0.04
'[16:00:03.300]',0.035
'[16:00:03.304]',0.04
'[16:00:03.308]',0.035
'[16:00:03.312]',0.02
'[16:00:03.316]',0.05
'[16:00:03.320]',0.035
'[16:00:03.324]',0.035
'[16:00:03.328]',0.045
'[16:00:03.332]',0.04
'[16:00:03.336]',0.05
'[16:00:03.340]',0.065
'[16:00:03.344]',0.065
'[16:00:03.348]',0.06
'[16:00:03.352]',0.055
'[16:00:03.356]',0.06
'[16:00:03.360]',0.045
'[16:00:03.364]',0.04
'[16:00:03.368]',0.055
'[16:00:03.372]',0.03
'[16:00:03.376]',0.025
'[16:00:03.380]',0.03
'[16:00:03.384]',0.02
'[16:00:03.388]',0.035
'[16:00:03.392]',0.02
'[16:00:03.396]',0.03
'[16:00:03.400]',0.015
'[16:00:03.404]',0.02
'[16:00:03.408]',0.03
'[16:00:03.412]',0.025
'[16:00:03.416]',0.03
'[16:00:03.420]',0.04
'[16:00:03.424]',0.03
'[16:00:03.428]',0.035
'[16:00:03.432]',0.025
'[16:00:03.436]',0.02
'[16:00:03.440]',0.01
'[16:00:03.444]',0.01
'[16:00:03.448]',0.02
'[16:00:03.452]',0.015
'[16:00:03.456]',0.015
'[16:00:03.460]',0.035
'[16:00:03.464]',0.03
'[16:00:03.468]',0.02
'[16:00:03.472]',0.025
'[16:00:03.476]',0.03
'[16:00:03.480]',0.025
'[16:00:03.484]',0.04
'[16:00:03.488]',0.045
'[16:00:03.492]',0.04
'[16:00:03.496]',0.05
'[16:00:03.500]',0.105
'[16:00:03.504]',0.19
'[16:00:03.508]',0.31
'[16:00:03.512]',0.38
'[16:00:03.516]',0.43
'[16:00:03.520]',0.345
'[16:00:03.524]',0.105
'[16:00:03.528]',-0.22
'[16:00:03.532]',-0.575
'[16:00:03.536]',-0.875
'[16:00:03.540]',-0.985
'[16:00:03.544]',-0.885
'[16:00:03.548]',-0.68
'[16:00:03.552]',-0.475
'[16:00:03.556]',-0.225
'[16:00:03.560]',-0.095
'[16:00:03.564]',-0.05
'[16:00:03.568]',0
'[16:00:03.572]',0.01
'[16:00:03.576]',0.035
'[16:00:03.580]',0.075
'[16:00:03.584]',0.105
'[16:00:03.588]',0.12
'[16:00:03.592]',0.135
'[16:00:03.596]',0.125
'[16:00:03.600]',0.14
'[16:00:03.604]',0.125
'[16:00:03.608]',0.135
'[16:00:03.612]',0.145
'[16:00:03.616]',0.125
'[16:00:03.620]',0.145
'[16:00:03.624]',0.15
'[16:00:03.628]',0.15
'[16:00:03.632]',0.15
'[16:00:03.636]',0.145
'[16:00:03.640]',0.165
'[16:00:03.644]',0.16
'[16:00:03.648]',0.17
'[16:00:03.652]',0.175
'[16:00:03.656]',0.18
'[16:00:03.660]',0.19
'[16:00:03.664]',0.2
'[16:00:03.668]',0.21
'[16:00:03.672]',0.21
'[16:00:03.676]',0.22
'[16:00:03.680]',0.24
'[16:00:03.684]',0.22
'[16:00:03.688]',0.25
'[16:00:03.692]',0.275
'[16:00:03.696]',0.285
'[16:00:03.700]',0.275
'[16:00:03.704]',0.285
'[16:00:03.708]',0.315
