'Time','ECG1'
'[22:00:00.372]',-0.03
'[22:00:00.376]',-0.035
'[22:00:00.380]',-0.045
'[22:00:00.384]',-0.03
'[22:00:00.388]',-0.035
'[22:00:00.392]',-0.035
'[22:00:00.396]',-0.03
'[22:00:00.400]',-0.02
'[22:00:00.404]',-0.015
'[22:00:00.408]',0.015
'[22:00:00.412]',0.09
'[22:00:00.416]',0.165
'[22:00:00.420]',0.235
'[22:00:00.424]',0.32
'[22:00:00.428]',0.37
'[22:00:00.432]',0.35
'[22:00:00.436]',0.295
'[22:00:00.440]',0.175
'[22:00:00.444]',-0.01
'[22:00:00.448]',-0.185
'[22:00:00.452]',-0.2
'[22:00:00.456]',-0.11
'[22:00:00.460]',-0.07
'[22:00:00.464]',-0.085
'[22:00:00.468]',-0.08
'[22:00:00.472]',-0.05
'[22:00:00.476]',-0.035
'[22:00:00.480]',-0.06
'[22:00:00.484]',-0.05
'[22:00:00.488]',-0.05
'[22:00:00.492]',-0.05
'[22:00:00.496]',-0.05
'[22:00:00.500]',-0.05
'[22:00:00.504]',-0.065
'[22:00:00.508]',-0.06
'[22:00:00.512]',-0.04
'[22:00:00.516]',-0.06
'[22:00:00.520]',-0.045
'[22:00:00.524]',-0.02
'[22:00:00.528]',-0.05
'[22:00:00.532]',-0.04
'[22:00:00.536]',-0.02
'[22:00:00.540]',-0.025
'[22:00:00.544]',-0.04
'[22:00:00.548]',-0.035
'[22:00:00.552]',-0.035
'[22:00:00.556]',-0.04
'[22:00:00.560]',-0.02
'[22:00:00.564]',-0.02
'[22:00:00.568]',-0.03
'[22:00:00.572]',-0.025
'[22:00:00.576]',-0.015
'[22:00:00.580]',-0.015
'[22:00:00.584]',-0.03
'[22:00:00.588]',0
'[22:00:00.592]',-0.01
'[22:00:00.596]',-0.04
'[22:00:00.600]',-0.015
'[22:00:00.604]',0
'[22:00:00.608]',-0.02
'[22:00:00.612]',-0.015
'[22:00:00.616]',-0.01
'[22:00:00.620]',0
'[22:00:00.624]',-0.03
'[22:00:00.628]',-0.02
'[22:00:00.632]',0
'[22:00:00.636]',0.005
'[22:00:00.640]',-0.005
'[22:00:00.644]',0
'[22:00:00.648]',0
'[22:00:00.652]',-0.005
'[22:00:00.656]',-0.005
'[22:00:00.660]',-0.015
'[22:00:00.664]',-0.005
'[22:00:00.668]',-0.02
'[22:00:00.672]',-0.02
'[22:00:00.676]',-0.03
'[22:00:00.680]',-0.01
'[22:00:00.684]',-0.02
'[22:00:00.688]',-0.005
'[22:00:00.692]',-0.035
'[22:00:00.696]',-0.01
'[22:00:00.700]',-0.005
'[22:00:00.704]',-0.03
'[22:00:00.708]',-0.025
'[22:00:00.712]',-0.005
'[22:00:00.716]',-0.015
'[22:00:00.720]',-0.02
'[22:00:00.724]',-0.005
'[22:00:00.728]',-0.015
'[22:00:00.732]',-0.01
'[22:00:00.736]',-0.015
'[22:00:00.740]',-0.005
'[22:00:00.744]',0.015
'[22:00:00.748]',-0.005
'[22:00:00.752]',0.015
'[22:00:00.756]',0.025
'[22:00:00.760]',0
'[22:00:00.764]',0
'[22:00:00.768]',-0.01
'[22:00:00.772]',0.01
'[22:00:00.776]',-0.005
'[22:00:00.780]',0
'[22:00:00.784]',0.005
'[22:00:00.788]',0
'[22:00:00.792]',0
'[22:00:00.796]',0.015
'[22:00:00.800]',-0.01
'[22:00:00.804]',-0.015
'[22:00:00.808]',0.005
'[22:00:00.812]',-0.005
'[22:00:00.816]',0.005
'[22:00:00.820]',-0.01
'[22:00:00.824]',0
'[22:00:00.828]',-0.015
'[22:00:00.832]',0
'[22:00:00.836]',-0.01
'[22:00:00.840]',-0.005
'[22:00:00.844]',-0.02
'[22:00:00.848]',-0.01
'[22:00:00.852]',0.005
'[22:00:00.856]',-0.01
'[22:00:00.860]',-0.005
'[22:00:00.864]',-0.005
'[22:00:00.868]',0
'[22:00:00.872]',0
'[22:00:00.876]',-0.005
'[22:00:00.880]',-0.005
'[22:00:00.884]',0.005
'[22:00:00.888]',0
'[22:00:00.892]',0.005
'[22:00:00.896]',0
'[22:00:00.900]',0.005
'[22:00:00.904]',-0.005
'[22:00:00.908]',-0.005
'[22:00:00.912]',-0.015
'[22:00:00.916]',-0.005
'[22:00:00.920]',-0.01
'[22:00:00.924]',0
'[22:00:00.928]',-0.01
'[22:00:00.932]',0.005
'[22:00:00.936]',-0.01
'[22:00:00.940]',0.005
'[22:00:00.944]',-0.01
'[22:00:00.948]',0.005
'[22:00:00.952]',-0.01
'[22:00:00.956]',0
'[22:00:00.960]',-0.01
'[22:00:00.964]',-0.025
'[22:00:00.968]',0
'[22:00:00.972]',-0.015
'[22:00:00.976]',0
'[22:00:00.980]',0.005
'[22:00:00.984]',-0.02
'[22:00:00.988]',-0.025
'[22:00:00.992]',-0.02
'[22:00:00.996]',-0.025
'[22:00:01.000]',-0.03
'[22:00:01.004]',-0.025
'[22:00:01.008]',-0.035
'[22:00:01.012]',-0.025
'[22:00:01.016]',-0.035
'[22:00:01.020]',-0.015
'[22:00:01.024]',-0.04
'[22:00:01.028]',-0.02
'[22:00:01.032]',-0.01
'[22:00:01.036]',-0.025
'[22:00:01.040]',-0.015
'[22:00:01.044]',-0.015
'[22:00:01.048]',-0.04
'[22:00:01.052]',-0.025
'[22:00:01.056]',-0.02
'[22:00:01.060]',-0.02
'[22:00:01.064]',-0.02
'[22:00:01.068]',-0.03
'[22:00:01.072]',-0.03
'[22:00:01.076]',-0.045
'[22:00:01.080]',-0.045
'[22:00:01.084]',-0.035
'[22:00:01.088]',-0.03
'[22:00:01.092]',-0.045
'[22:00:01.096]',-0.035
'[22:00:01.100]',-0.035
'[22:00:01.104]',-0.05
'[22:00:01.108]',-0.045
'[22:00:01.112]',-0.045
'[22:00:01.116]',-0.045
'[22:00:01.120]',-0.04
'[22:00:01.124]',-0.05
'[22:00:01.128]',-0.05
'[22:00:01.132]',-0.03
'[22:00:01.136]',-0.035
'[22:00:01.140]',-0.055
'[22:00:01.144]',-0.035
'[22:00:01.148]',-0.04
'[22:00:01.152]',-0.025
'[22:00:01.156]',-0.035
'[22:00:01.160]',-0.04
'[22:00:01.164]',-0.025
'[22:00:01.168]',-0.035
'[22:00:01.172]',-0.03
'[22:00:01.176]',-0.04
'[22:00:01.180]',-0.04
'[22:00:01.184]',-0.055
'[22:00:01.188]',-0.035
'[22:00:01.192]',-0.015
'[22:00:01.196]',-0.06
'[22:00:01.200]',-0.04
'[22:00:01.204]',-0.035
'[22:00:01.208]',-0.03
'[22:00:01.212]',-0.035
'[22:00:01.216]',-0.025
'[22:00:01.220]',-0.025
'[22:00:01.224]',-0.04
'[22:00:01.228]',-0.04
'[22:00:01.232]',-0.025
'[22:00:01.236]',-0.02
'[22:00:01.240]',-0.02
'[22:00:01.244]',-0.02
'[22:00:01.248]',-0.02
'[22:00:01.252]',-0.01
'[22:00:01.256]',-0.005
'[22:00:01.260]',0.02
'[22:00:01.264]',0.025
'[22:00:01.268]',-0.01
'[22:00:01.272]',-0.005
'[22:00:01.276]',-0.01
'[22:00:01.280]',-0.01
'[22:00:01.284]',-0.025
'[22:00:01.288]',-0.02
'[22:00:01.292]',-0.02
'[22:00:01.296]',-0.04
'[22:00:01.300]',-0.065
'[22:00:01.304]',-0.06
'[22:00:01.308]',-0.05
'[22:00:01.312]',-0.05
'[22:00:01.316]',-0.035
'[22:00:01.320]',-0.045
'[22:00:01.324]',-0.03
'[22:00:01.328]',-0.05
'[22:00:01.332]',-0.03
'[22:00:01.336]',-0.015
'[22:00:01.340]',-0.04
'[22:00:01.344]',-0.04
'[22:00:01.348]',-0.025
'[22:00:01.352]',-0.025
'[22:00:01.356]',-0.05
'[22:00:01.360]',-0.03
'[22:00:01.364]',-0.035
'[22:00:01.368]',-0.05
'[22:00:01.372]',-0.065
'[22:00:01.376]',-0.04
'[22:00:01.380]',-0.055
'[22:00:01.384]',-0.045
'[22:00:01.388]',-0.035
'[22:00:01.392]',-0.04
'[22:00:01.396]',-0.03
'[22:00:01.400]',-0.02
'[22:00:01.404]',0.005
'[22:00:01.408]',0.045
'[22:00:01.412]',0.12
'[22:00:01.416]',0.195
'[22:00:01.420]',0.265
'[22:00:01.424]',0.315
'[22:00:01.428]',0.305
'[22:00:01.432]',0.275
'[22:00:01.436]',0.2
'[22:00:01.440]',0.07
'[22:00:01.444]',-0.085
'[22:00:01.448]',-0.175
'[22:00:01.452]',-0.135
'[22:00:01.456]',-0.085
'[22:00:01.460]',-0.085
'[22:00:01.464]',-0.09
'[22:00:01.468]',-0.08
'[22:00:01.472]',-0.07
'[22:00:01.476]',-0.06
'[22:00:01.480]',-0.07
'[22:00:01.484]',-0.065
'[22:00:01.488]',-0.065
'[22:00:01.492]',-0.05
'[22:00:01.496]',-0.075
'[22:00:01.500]',-0.07
'[22:00:01.504]',-0.06
'[22:00:01.508]',-0.07
'[22:00:01.512]',-0.085
'[22:00:01.516]',-0.065
'[22:00:01.520]',-0.065
'[22:00:01.524]',-0.06
'[22:00:01.528]',-0.07
'[22:00:01.532]',-0.075
'[22:00:01.536]',-0.06
'[22:00:01.540]',-0.05
'[22:00:01.544]',-0.06
'[22:00:01.548]',-0.055
'[22:00:01.552]',-0.04
'[22:00:01.556]',-0.06
'[22:00:01.560]',-0.065
'[22:00:01.564]',-0.05
'[22:00:01.568]',-0.06
'[22:00:01.572]',-0.06
'[22:00:01.576]',-0.055
'[22:00:01.580]',-0.04
'[22:00:01.584]',-0.045
'[22:00:01.588]',-0.04
'[22:00:01.592]',-0.04
'[22:00:01.596]',-0.06
'[22:00:01.600]',-0.045
'[22:00:01.604]',-0.05
'[22:00:01.608]',-0.05
'[22:00:01.612]',-0.045
'[22:00:01.616]',-0.045
'[22:00:01.620]',-0.03
'[22:00:01.624]',-0.035
'[22:00:01.628]',-0.03
'[22:00:01.632]',-0.03
'[22:00:01.636]',-0.04
'[22:00:01.640]',-0.025
'[22:00:01.644]',-0.035
'[22:00:01.648]',-0.015
'[22:00:01.652]',-0.015
'[22:00:01.656]',-0.025
'[22:00:01.660]',-0.02
'[22:00:01.664]',-0.025
'[22:00:01.668]',-0.025
'[22:00:01.672]',-0.02
'[22:00:01.676]',-0.03
'[22:00:01.680]',-0.03
'[22:00:01.684]',-0.02
'[22:00:01.688]',-0.01
'[22:00:01.692]',-0.015
'[22:00:01.696]',-0.005
'[22:00:01.700]',-0.015
'[22:00:01.704]',-0.025
'[22:00:01.708]',-0.03
'[22:00:01.712]',-0.025
'[22:00:01.716]',-0.015
'[22:00:01.720]',-0.025
'[22:00:01.724]',-0.02
'[22:00:01.728]',-0.01
'[22:00:01.732]',-0.01
'[22:00:01.736]',0
'[22:00:01.740]',-0.01
'[22:00:01.744]',0.005
'[22:00:01.748]',0
'[22:00:01.752]',0
'[22:00:01.756]',0.015
'[22:00:01.760]',0.025
'[22:00:01.764]',0.025
'[22:00:01.768]',0.02
'[22:00:01.772]',0.005
'[22:00:01.776]',0
'[22:00:01.780]',0
'[22:00:01.784]',0.005
'[22:00:01.788]',0
'[22:00:01.792]',0
'[22:00:01.796]',0.02
'[22:00:01.800]',0.025
'[22:00:01.804]',0.01
'[22:00:01.808]',0
'[22:00:01.812]',0
'[22:00:01.816]',-0.01
'[22:00:01.820]',-0.01
'[22:00:01.824]',0
'[22:00:01.828]',0
'[22:00:01.832]',-0.005
'[22:00:01.836]',0
'[22:00:01.840]',0
'[22:00:01.844]',-0.01
'[22:00:01.848]',0.005
'[22:00:01.852]',-0.01
'[22:00:01.856]',0
'[22:00:01.860]',0.035
'[22:00:01.864]',0.02
'[22:00:01.868]',0.005
'[22:00:01.872]',0
'[22:00:01.876]',0
'[22:00:01.880]',-0.01
'[22:00:01.884]',0.02
'[22:00:01.888]',0.005
'[22:00:01.892]',0
'[22:00:01.896]',-0.005
'[22:00:01.900]',0.005
'[22:00:01.904]',0.005
'[22:00:01.908]',0.005
'[22:00:01.912]',0
'[22:00:01.916]',0.005
'[22:00:01.920]',-0.025
'[22:00:01.924]',-0.015
'[22:00:01.928]',-0.005
'[22:00:01.932]',0.005
'[22:00:01.936]',-0.005
'[22:00:01.940]',-0.01
'[22:00:01.944]',0
'[22:00:01.948]',-0.01
'[22:00:01.952]',-0.02
'[22:00:01.956]',-0.025
'[22:00:01.960]',0
'[22:00:01.964]',-0.005
'[22:00:01.968]',0
'[22:00:01.972]',-0.005
'[22:00:01.976]',-0.02
'[22:00:01.980]',-0.015
'[22:00:01.984]',-0.03
'[22:00:01.988]',-0.015
'[22:00:01.992]',-0.02
'[22:00:01.996]',-0.02
'[22:00:02.000]',0
'[22:00:02.004]',-0.015
'[22:00:02.008]',-0.02
'[22:00:02.012]',-0.015
'[22:00:02.016]',-0.015
'[22:00:02.020]',-0.025
'[22:00:02.024]',-0.005
'[22:00:02.028]',-0.025
'[22:00:02.032]',-0.02
'[22:00:02.036]',-0.015
'[22:00:02.040]',-0.02
'[22:00:02.044]',-0.02
'[22:00:02.048]',-0.025
'[22:00:02.052]',-0.03
'[22:00:02.056]',-0.035
'[22:00:02.060]',-0.05
'[22:00:02.064]',-0.03
'[22:00:02.068]',-0.03
'[22:00:02.072]',-0.025
'[22:00:02.076]',-0.04
'[22:00:02.080]',-0.04
'[22:00:02.084]',-0.04
'[22:00:02.088]',-0.015
'[22:00:02.092]',-0.005
'[22:00:02.096]',0.005
'[22:00:02.100]',-0.005
'[22:00:02.104]',0
'[22:00:02.108]',0
'[22:00:02.112]',0.005
'[22:00:02.116]',-0.015
'[22:00:02.120]',-0.04
'[22:00:02.124]',-0.045
'[22:00:02.128]',-0.06
'[22:00:02.132]',-0.06
'[22:00:02.136]',-0.08
'[22:00:02.140]',-0.065
'[22:00:02.144]',-0.06
'[22:00:02.148]',-0.065
'[22:00:02.152]',-0.06
'[22:00:02.156]',-0.04
'[22:00:02.160]',-0.04
'[22:00:02.164]',-0.06
'[22:00:02.168]',-0.06
'[22:00:02.172]',-0.065
'[22:00:02.176]',-0.06
'[22:00:02.180]',-0.065
'[22:00:02.184]',-0.07
'[22:00:02.188]',-0.07
'[22:00:02.192]',-0.07
'[22:00:02.196]',-0.065
'[22:00:02.200]',-0.07
'[22:00:02.204]',-0.07
'[22:00:02.208]',-0.06
'[22:00:02.212]',-0.04
'[22:00:02.216]',-0.045
'[22:00:02.220]',-0.035
'[22:00:02.224]',-0.055
'[22:00:02.228]',-0.045
'[22:00:02.232]',-0.045
'[22:00:02.236]',-0.05
'[22:00:02.240]',-0.035
'[22:00:02.244]',-0.035
'[22:00:02.248]',-0.03
'[22:00:02.252]',0.01
'[22:00:02.256]',0.07
'[22:00:02.260]',0.13
'[22:00:02.264]',0.2
'[22:00:02.268]',0.295
'[22:00:02.272]',0.315
'[22:00:02.276]',0.26
'[22:00:02.280]',0.165
'[22:00:02.284]',0.02
'[22:00:02.288]',-0.155
'[22:00:02.292]',-0.275
'[22:00:02.296]',-0.295
'[22:00:02.300]',-0.205
'[22:00:02.304]',-0.115
'[22:00:02.308]',-0.095
'[22:00:02.312]',-0.1
'[22:00:02.316]',-0.08
'[22:00:02.320]',-0.06
'[22:00:02.324]',-0.065
'[22:00:02.328]',-0.08
'[22:00:02.332]',-0.07
'[22:00:02.336]',-0.085
'[22:00:02.340]',-0.08
'[22:00:02.344]',-0.08
'[22:00:02.348]',-0.08
'[22:00:02.352]',-0.085
'[22:00:02.356]',-0.06
'[22:00:02.360]',-0.08
'[22:00:02.364]',-0.065
'[22:00:02.368]',-0.085
'[22:00:02.372]',-0.055
'[22:00:02.376]',-0.065
'[22:00:02.380]',-0.065
'[22:00:02.384]',-0.08
'[22:00:02.388]',-0.085
'[22:00:02.392]',-0.075
'[22:00:02.396]',-0.07
'[22:00:02.400]',-0.07
'[22:00:02.404]',-0.04
'[22:00:02.408]',-0.06
'[22:00:02.412]',-0.07
'[22:00:02.416]',-0.06
'[22:00:02.420]',-0.07
'[22:00:02.424]',-0.075
'[22:00:02.428]',-0.04
'[22:00:02.432]',-0.06
'[22:00:02.436]',-0.07
'[22:00:02.440]',-0.07
'[22:00:02.444]',-0.045
'[22:00:02.448]',-0.055
'[22:00:02.452]',-0.06
'[22:00:02.456]',-0.055
'[22:00:02.460]',-0.06
'[22:00:02.464]',-0.05
'[22:00:02.468]',-0.055
'[22:00:02.472]',-0.06
'[22:00:02.476]',-0.04
'[22:00:02.480]',-0.04
'[22:00:02.484]',-0.04
'[22:00:02.488]',-0.06
'[22:00:02.492]',-0.045
'[22:00:02.496]',-0.06
'[22:00:02.500]',-0.05
'[22:00:02.504]',-0.05
'[22:00:02.508]',-0.03
'[22:00:02.512]',-0.045
'[22:00:02.516]',-0.06
'[22:00:02.520]',-0.065
'[22:00:02.524]',-0.055
'[22:00:02.528]',-0.05
'[22:00:02.532]',-0.06
'[22:00:02.536]',-0.065
'[22:00:02.540]',-0.05
'[22:00:02.544]',-0.055
'[22:00:02.548]',-0.07
'[22:00:02.552]',-0.055
'[22:00:02.556]',-0.045
'[22:00:02.560]',-0.045
'[22:00:02.564]',-0.065
'[22:00:02.568]',-0.045
'[22:00:02.572]',-0.05
'[22:00:02.576]',-0.03
'[22:00:02.580]',-0.015
'[22:00:02.584]',-0.02
'[22:00:02.588]',-0.01
'[22:00:02.592]',0.005
'[22:00:02.596]',0
'[22:00:02.600]',-0.005
'[22:00:02.604]',-0.01
'[22:00:02.608]',-0.005
'[22:00:02.612]',-0.025
'[22:00:02.616]',-0.015
'[22:00:02.620]',-0.02
'[22:00:02.624]',-0.025
'[22:00:02.628]',-0.005
'[22:00:02.632]',0
'[22:00:02.636]',0
'[22:00:02.640]',-0.02
'[22:00:02.644]',-0.01
'[22:00:02.648]',-0.01
'[22:00:02.652]',-0.03
'[22:00:02.656]',-0.025
'[22:00:02.660]',-0.02
'[22:00:02.664]',-0.025
'[22:00:02.668]',0
'[22:00:02.672]',-0.005
'[22:00:02.676]',-0.02
'[22:00:02.680]',-0.015
'[22:00:02.684]',0.015
'[22:00:02.688]',-0.015
'[22:00:02.692]',-0.005
'[22:00:02.696]',0
'[22:00:02.700]',0.015
'[22:00:02.704]',0
'[22:00:02.708]',0
'[22:00:02.712]',-0.025
'[22:00:02.716]',0
'[22:00:02.720]',0
'[22:00:02.724]',0.005
'[22:00:02.728]',0
'[22:00:02.732]',0.01
'[22:00:02.736]',0
'[22:00:02.740]',0
'[22:00:02.744]',0
'[22:00:02.748]',0
'[22:00:02.752]',-0.005
'[22:00:02.756]',-0.005
'[22:00:02.760]',0
'[22:00:02.764]',-0.015
'[22:00:02.768]',-0.015
'[22:00:02.772]',-0.005
'[22:00:02.776]',-0.02
'[22:00:02.780]',-0.025
'[22:00:02.784]',0
'[22:00:02.788]',-0.02
'[22:00:02.792]',-0.01
'[22:00:02.796]',-0.035
'[22:00:02.800]',-0.025
'[22:00:02.804]',-0.02
'[22:00:02.808]',-0.04
'[22:00:02.812]',-0.015
'[22:00:02.816]',-0.03
'[22:00:02.820]',-0.03
'[22:00:02.824]',-0.02
'[22:00:02.828]',-0.04
'[22:00:02.832]',-0.035
'[22:00:02.836]',-0.035
'[22:00:02.840]',-0.025
'[22:00:02.844]',-0.04
'[22:00:02.848]',-0.02
'[22:00:02.852]',-0.02
'[22:00:02.856]',-0.015
'[22:00:02.860]',-0.03
'[22:00:02.864]',-0.045
'[22:00:02.868]',-0.025
'[22:00:02.872]',-0.035
'[22:00:02.876]',-0.015
'[22:00:02.880]',-0.02
'[22:00:02.884]',-0.025
'[22:00:02.888]',-0.025
'[22:00:02.892]',-0.04
'[22:00:02.896]',-0.04
'[22:00:02.900]',-0.025
'[22:00:02.904]',-0.025
'[22:00:02.908]',-0.025
'[22:00:02.912]',-0.04
'[22:00:02.916]',-0.02
'[22:00:02.920]',-0.045
'[22:00:02.924]',-0.015
'[22:00:02.928]',-0.035
'[22:00:02.932]',-0.015
'[22:00:02.936]',-0.035
'[22:00:02.940]',-0.02
'[22:00:02.944]',-0.035
'[22:00:02.948]',-0.015
'[22:00:02.952]',-0.035
'[22:00:02.956]',-0.045
'[22:00:02.960]',-0.03
'[22:00:02.964]',-0.035
'[22:00:02.968]',-0.04
'[22:00:02.972]',-0.04
'[22:00:02.976]',-0.04
'[22:00:02.980]',-0.045
'[22:00:02.984]',-0.04
'[22:00:02.988]',-0.04
'[22:00:02.992]',-0.045
'[22:00:02.996]',-0.055
'[22:00:03.000]',-0.03
'[22:00:03.004]',-0.045
'[22:00:03.008]',-0.02
'[22:00:03.012]',-0.025
'[22:00:03.016]',-0.03
'[22:00:03.020]',-0.025
'[22:00:03.024]',-0.02
'[22:00:03.028]',-0.035
'[22:00:03.032]',-0.03
'[22:00:03.036]',-0.03
'[22:00:03.040]',-0.045
'[22:00:03.044]',-0.04
'[22:00:03.048]',-0.04
'[22:00:03.052]',-0.04
'[22:00:03.056]',-0.03
'[22:00:03.060]',-0.045
'[22:00:03.064]',-0.03
'[22:00:03.068]',-0.03
'[22:00:03.072]',-0.04
'[22:00:03.076]',-0.025
'[22:00:03.080]',-0.045
'[22:00:03.084]',-0.05
'[22:00:03.088]',-0.02
'[22:00:03.092]',-0.01
'[22:00:03.096]',0.005
'[22:00:03.100]',0.005
'[22:00:03.104]',0.02
'[22:00:03.108]',-0.02
'[22:00:03.112]',-0.015
'[22:00:03.116]',-0.02
'[22:00:03.120]',-0.015
'[22:00:03.124]',-0.035
'[22:00:03.128]',-0.05
'[22:00:03.132]',-0.055
'[22:00:03.136]',-0.065
'[22:00:03.140]',-0.065
'[22:00:03.144]',-0.075
'[22:00:03.148]',-0.085
'[22:00:03.152]',-0.085
'[22:00:03.156]',-0.08
'[22:00:03.160]',-0.05
'[22:00:03.164]',-0.065
'[22:00:03.168]',-0.06
'[22:00:03.172]',-0.06
'[22:00:03.176]',-0.04
'[22:00:03.180]',-0.06
'[22:00:03.184]',-0.07
'[22:00:03.188]',-0.065
'[22:00:03.192]',-0.07
'[22:00:03.196]',-0.055
'[22:00:03.200]',-0.07
'[22:00:03.204]',-0.06
'[22:00:03.208]',-0.05
'[22:00:03.212]',-0.055
'[22:00:03.216]',-0.065
'[22:00:03.220]',-0.06
'[22:00:03.224]',-0.07
'[22:00:03.228]',-0.035
'[22:00:03.232]',-0.04
'[22:00:03.236]',-0.055
'[22:00:03.240]',-0.05
'[22:00:03.244]',-0.055
'[22:00:03.248]',-0.025
'[22:00:03.252]',0.005
'[22:00:03.256]',0.05
'[22:00:03.260]',0.105
'[22:00:03.264]',0.205
'[22:00:03.268]',0.3
'[22:00:03.272]',0.31
'[22:00:03.276]',0.3
'[22:00:03.280]',0.175
'[22:00:03.284]',0
'[22:00:03.288]',-0.145
'[22:00:03.292]',-0.245
'[22:00:03.296]',-0.265
'[22:00:03.300]',-0.19
'[22:00:03.304]',-0.13
'[22:00:03.308]',-0.095
'[22:00:03.312]',-0.075
'[22:00:03.316]',-0.065
'[22:00:03.320]',-0.04
'[22:00:03.324]',-0.075
'[22:00:03.328]',-0.06
'[22:00:03.332]',-0.075
'[22:00:03.336]',-0.05
'[22:00:03.340]',-0.055
'[22:00:03.344]',-0.07
'[22:00:03.348]',-0.075
'[22:00:03.352]',-0.055
'[22:00:03.356]',-0.04
'[22:00:03.360]',-0.07
'[22:00:03.364]',-0.07
'[22:00:03.368]',-0.04
'[22:00:03.372]',-0.045
'[22:00:03.376]',-0.04
'[22:00:03.380]',-0.05
'[22:00:03.384]',-0.05
'[22:00:03.388]',-0.045
'[22:00:03.392]',-0.045
'[22:00:03.396]',-0.05
'[22:00:03.400]',-0.04
'[22:00:03.404]',-0.035
'[22:00:03.408]',-0.035
'[22:00:03.412]',-0.04
'[22:00:03.416]',-0.055
'[22:00:03.420]',-0.025
'[22:00:03.424]',-0.055
'[22:00:03.428]',-0.05
'[22:00:03.432]',-0.035
'[22:00:03.436]',-0.06
'[22:00:03.440]',-0.03
'[22:00:03.444]',-0.035
'[22:00:03.448]',-0.045
'[22:00:03.452]',-0.055
'[22:00:03.456]',-0.04
'[22:00:03.460]',-0.035
'[22:00:03.464]',-0.02
'[22:00:03.468]',-0.03
'[22:00:03.472]',-0.035
'[22:00:03.476]',-0.035
'[22:00:03.480]',-0.035
'[22:00:03.484]',-0.03
'[22:00:03.488]',-0.045
'[22:00:03.492]',-0.02
'[22:00:03.496]',-0.03
'[22:00:03.500]',-0.015
'[22:00:03.504]',-0.035
'[22:00:03.508]',-0.02
'[22:00:03.512]',-0.04
'[22:00:03.516]',-0.04
'[22:00:03.520]',-0.035
'[22:00:03.524]',-0.025
'[22:00:03.528]',-0.02
'[22:00:03.532]',-0.025
'[22:00:03.536]',-0.02
'[22:00:03.540]',-0.015
'[22:00:03.544]',-0.02
'[22:00:03.548]',0
'[22:00:03.552]',-0.01
'[22:00:03.556]',-0.035
'[22:00:03.560]',-0.015
'[22:00:03.564]',-0.02
