'Time','ECG1'
'[10:42:03.945]',-0.335
'[10:42:03.953]',-0.325
'[10:42:03.961]',-0.305
'[10:42:03.969]',-0.285
'[10:42:03.977]',0.775
'[10:42:03.984]',0.745
'[10:42:03.992]',0.715
'[10:42:04.000]',0.705
'[10:42:04.008]',0.695
'[10:42:04.016]',0.675
'[10:42:04.023]',0.675
'[10:42:04.031]',0.665
'[10:42:04.039]',0.655
'[10:42:04.047]',0.645
'[10:42:04.055]',0.635
'[10:42:04.063]',0.625
'[10:42:04.070]',0.615
'[10:42:04.078]',0.595
'[10:42:04.086]',0.585
'[10:42:04.094]',0.575
'[10:42:04.102]',0.575
'[10:42:04.109]',0.555
'[10:42:04.117]',0.555
'[10:42:04.125]',0.545
'[10:42:04.133]',0.535
'[10:42:04.141]',0.515
'[10:42:04.148]',0.515
'[10:42:04.156]',0.515
'[10:42:04.164]',0.505
'[10:42:04.172]',0.485
'[10:42:04.180]',0.485
'[10:42:04.188]',0.465
'[10:42:04.195]',0.455
'[10:42:04.203]',0.445
'[10:42:04.211]',0.445
'[10:42:04.219]',0.435
'[10:42:04.227]',0.425
'[10:42:04.234]',0.405
'[10:42:04.242]',0.405
'[10:42:04.250]',0.395
'[10:42:04.258]',0.385
'[10:42:04.266]',0.375
'[10:42:04.273]',0.365
'[10:42:04.281]',0.355
'[10:42:04.289]',0.355
'[10:42:04.297]',0.345
'[10:42:04.305]',0.345
'[10:42:04.313]',0.325
'[10:42:04.320]',0.315
'[10:42:04.328]',0.305
'[10:42:04.336]',0.305
'[10:42:04.344]',0.295
'[10:42:04.352]',0.285
'[10:42:04.359]',0.275
'[10:42:04.367]',0.275
'[10:42:04.375]',0.265
'[10:42:04.383]',0.265
'[10:42:04.391]',0.245
'[10:42:04.398]',0.245
'[10:42:04.406]',0.235
'[10:42:04.414]',0.235
'[10:42:04.422]',0.225
'[10:42:04.430]',0.215
'[10:42:04.438]',0.205
'[10:42:04.445]',0.195
'[10:42:04.453]',0.185
'[10:42:04.461]',0.155
'[10:42:04.469]',-0.685
'[10:42:04.477]',-0.915
'[10:42:04.484]',-0.855
'[10:42:04.492]',-0.835
'[10:42:04.500]',-0.825
'[10:42:04.508]',-0.825
'[10:42:04.516]',-0.815
'[10:42:04.523]',-0.795
'[10:42:04.531]',-0.785
'[10:42:04.539]',-0.775
'[10:42:04.547]',-0.765
'[10:42:04.555]',-0.755
'[10:42:04.563]',-0.755
'[10:42:04.570]',-0.735
'[10:42:04.578]',-0.735
'[10:42:04.586]',-0.715
'[10:42:04.594]',-0.705
'[10:42:04.602]',-0.695
'[10:42:04.609]',-0.695
'[10:42:04.617]',-0.685
'[10:42:04.625]',-0.665
'[10:42:04.633]',-0.665
'[10:42:04.641]',-0.655
'[10:42:04.648]',-0.645
'[10:42:04.656]',-0.635
'[10:42:04.664]',-0.625
'[10:42:04.672]',-0.625
'[10:42:04.680]',-0.605
'[10:42:04.688]',-0.585
'[10:42:04.695]',-0.585
'[10:42:04.703]',-0.575
'[10:42:04.711]',-0.565
'[10:42:04.719]',-0.555
'[10:42:04.727]',-0.545
'[10:42:04.734]',-0.545
'[10:42:04.742]',-0.535
'[10:42:04.750]',-0.525
'[10:42:04.758]',-0.515
'[10:42:04.766]',-0.515
'[10:42:04.773]',-0.495
'[10:42:04.781]',-0.495
'[10:42:04.789]',-0.485
'[10:42:04.797]',-0.485
'[10:42:04.805]',-0.465
'[10:42:04.813]',-0.455
'[10:42:04.820]',-0.455
'[10:42:04.828]',-0.445
'[10:42:04.836]',-0.435
'[10:42:04.844]',-0.425
'[10:42:04.852]',-0.425
'[10:42:04.859]',-0.415
'[10:42:04.867]',-0.405
'[10:42:04.875]',-0.395
'[10:42:04.883]',-0.395
'[10:42:04.891]',-0.385
'[10:42:04.898]',-0.375
'[10:42:04.906]',-0.365
'[10:42:04.914]',-0.365
'[10:42:04.922]',-0.355
'[10:42:04.930]',-0.335
'[10:42:04.938]',-0.335
'[10:42:04.945]',-0.325
'[10:42:04.953]',-0.325
'[10:42:04.961]',-0.285
'[10:42:04.969]',0.555
'[10:42:04.977]',0.795
'[10:42:04.984]',0.725
'[10:42:04.992]',0.705
'[10:42:05.000]',0.705
'[10:42:05.008]',0.695
'[10:42:05.016]',0.685
'[10:42:05.023]',0.675
'[10:42:05.031]',0.675
'[10:42:05.039]',0.655
'[10:42:05.047]',0.645
'[10:42:05.055]',0.635
'[10:42:05.063]',0.625
'[10:42:05.070]',0.625
'[10:42:05.078]',0.595
'[10:42:05.086]',0.595
'[10:42:05.094]',0.585
'[10:42:05.102]',0.575
'[10:42:05.109]',0.565
'[10:42:05.117]',0.555
'[10:42:05.125]',0.555
'[10:42:05.133]',0.535
'[10:42:05.141]',0.525
'[10:42:05.148]',0.525
'[10:42:05.156]',0.505
'[10:42:05.164]',0.495
'[10:42:05.172]',0.485
'[10:42:05.180]',0.485
'[10:42:05.188]',0.475
'[10:42:05.195]',0.465
'[10:42:05.203]',0.455
'[10:42:05.211]',0.455
'[10:42:05.219]',0.435
'[10:42:05.227]',0.425
'[10:42:05.234]',0.425
'[10:42:05.242]',0.415
'[10:42:05.250]',0.405
'[10:42:05.258]',0.395
'[10:42:05.266]',0.385
'[10:42:05.273]',0.375
'[10:42:05.281]',0.375
'[10:42:05.289]',0.355
'[10:42:05.297]',0.355
'[10:42:05.305]',0.355
'[10:42:05.313]',0.335
'[10:42:05.320]',0.325
'[10:42:05.328]',0.315
'[10:42:05.336]',0.315
'[10:42:05.344]',0.305
'[10:42:05.352]',0.295
'[10:42:05.359]',0.285
'[10:42:05.367]',0.285
'[10:42:05.375]',0.275
'[10:42:05.383]',0.265
'[10:42:05.391]',0.255
'[10:42:05.398]',0.255
'[10:42:05.406]',0.235
'[10:42:05.414]',0.235
'[10:42:05.422]',0.225
'[10:42:05.430]',0.215
'[10:42:05.438]',0.215
'[10:42:05.445]',0.195
'[10:42:05.453]',0.185
'[10:42:05.461]',0.175
'[10:42:05.469]',0.175
'[10:42:05.477]',-0.955
'[10:42:05.484]',-0.865
'[10:42:05.492]',-0.845
'[10:42:05.500]',-0.835
'[10:42:05.508]',-0.825
'[10:42:05.516]',-0.815
'[10:42:05.523]',-0.805
'[10:42:05.531]',-0.795
'[10:42:05.539]',-0.785
'[10:42:05.547]',-0.775
'[10:42:05.555]',-0.765
'[10:42:05.563]',-0.755
'[10:42:05.570]',-0.745
'[10:42:05.578]',-0.735
'[10:42:05.586]',-0.725
'[10:42:05.594]',-0.715
'[10:42:05.602]',-0.705
'[10:42:05.609]',-0.695
'[10:42:05.617]',-0.685
'[10:42:05.625]',-0.675
'[10:42:05.633]',-0.665
'[10:42:05.641]',-0.655
'[10:42:05.648]',-0.645
'[10:42:05.656]',-0.635
'[10:42:05.664]',-0.635
'[10:42:05.672]',-0.615
'[10:42:05.680]',-0.605
'[10:42:05.688]',-0.595
'[10:42:05.695]',-0.595
'[10:42:05.703]',-0.585
'[10:42:05.711]',-0.575
'[10:42:05.719]',-0.565
'[10:42:05.727]',-0.555
'[10:42:05.734]',-0.555
'[10:42:05.742]',-0.545
'[10:42:05.750]',-0.535
'[10:42:05.758]',-0.525
'[10:42:05.766]',-0.515
'[10:42:05.773]',-0.505
'[10:42:05.781]',-0.495
'[10:42:05.789]',-0.495
'[10:42:05.797]',-0.485
'[10:42:05.805]',-0.475
'[10:42:05.813]',-0.465
'[10:42:05.820]',-0.455
'[10:42:05.828]',-0.455
'[10:42:05.836]',-0.445
'[10:42:05.844]',-0.435
'[10:42:05.852]',-0.425
'[10:42:05.859]',-0.425
'[10:42:05.867]',-0.415
'[10:42:05.875]',-0.405
'[10:42:05.883]',-0.395
'[10:42:05.891]',-0.395
'[10:42:05.898]',-0.385
'[10:42:05.906]',-0.375
'[10:42:05.914]',-0.365
'[10:42:05.922]',-0.365
'[10:42:05.930]',-0.355
'[10:42:05.938]',-0.335
'[10:42:05.945]',-0.335
'[10:42:05.953]',-0.325
'[10:42:05.961]',-0.295
'[10:42:05.969]',0.045
'[10:42:05.977]',0.805
'[10:42:05.984]',0.725
'[10:42:05.992]',0.705
'[10:42:06.000]',0.695
'[10:42:06.008]',0.695
'[10:42:06.016]',0.675
'[10:42:06.023]',0.665
'[10:42:06.031]',0.665
'[10:42:06.039]',0.655
'[10:42:06.047]',0.635
'[10:42:06.055]',0.635
'[10:42:06.063]',0.615
'[10:42:06.070]',0.605
'[10:42:06.078]',0.595
'[10:42:06.086]',0.585
'[10:42:06.094]',0.575
'[10:42:06.102]',0.565
'[10:42:06.109]',0.545
'[10:42:06.117]',0.545
'[10:42:06.125]',0.535
'[10:42:06.133]',0.525
'[10:42:06.141]',0.515
'[10:42:06.148]',0.515
'[10:42:06.156]',0.505
'[10:42:06.164]',0.495
'[10:42:06.172]',0.475
'[10:42:06.180]',0.475
'[10:42:06.188]',0.465
'[10:42:06.195]',0.455
'[10:42:06.203]',0.445
'[10:42:06.211]',0.435
'[10:42:06.219]',0.425
'[10:42:06.227]',0.415
'[10:42:06.234]',0.405
'[10:42:06.242]',0.405
'[10:42:06.250]',0.395
'[10:42:06.258]',0.385
'[10:42:06.266]',0.375
'[10:42:06.273]',0.365
'[10:42:06.281]',0.355
'[10:42:06.289]',0.355
'[10:42:06.297]',0.335
'[10:42:06.305]',0.345
'[10:42:06.313]',0.315
'[10:42:06.320]',0.315
'[10:42:06.328]',0.315
'[10:42:06.336]',0.305
'[10:42:06.344]',0.295
'[10:42:06.352]',0.285
'[10:42:06.359]',0.275
'[10:42:06.367]',0.275
'[10:42:06.375]',0.265
'[10:42:06.383]',0.255
'[10:42:06.391]',0.245
'[10:42:06.398]',0.245
'[10:42:06.406]',0.225
'[10:42:06.414]',0.225
'[10:42:06.422]',0.215
'[10:42:06.430]',0.215
'[10:42:06.438]',0.205
'[10:42:06.445]',0.185
'[10:42:06.453]',0.175
'[10:42:06.461]',0.155
'[10:42:06.469]',-0.235
'[10:42:06.477]',-0.935
'[10:42:06.484]',-0.865
'[10:42:06.492]',-0.845
'[10:42:06.500]',-0.835
'[10:42:06.508]',-0.835
'[10:42:06.516]',-0.825
'[10:42:06.523]',-0.815
'[10:42:06.531]',-0.795
'[10:42:06.539]',-0.795
'[10:42:06.547]',-0.785
'[10:42:06.555]',-0.775
'[10:42:06.563]',-0.755
'[10:42:06.570]',-0.755
'[10:42:06.578]',-0.735
'[10:42:06.586]',-0.725
'[10:42:06.594]',-0.715
'[10:42:06.602]',-0.715
'[10:42:06.609]',-0.705
'[10:42:06.617]',-0.695
'[10:42:06.625]',-0.685
'[10:42:06.633]',-0.665
'[10:42:06.641]',-0.665
'[10:42:06.648]',-0.655
'[10:42:06.656]',-0.645
'[10:42:06.664]',-0.635
'[10:42:06.672]',-0.635
'[10:42:06.680]',-0.625
'[10:42:06.688]',-0.605
'[10:42:06.695]',-0.605
'[10:42:06.703]',-0.605
'[10:42:06.711]',-0.585
'[10:42:06.719]',-0.575
'[10:42:06.727]',-0.565
'[10:42:06.734]',-0.565
'[10:42:06.742]',-0.555
'[10:42:06.750]',-0.535
'[10:42:06.758]',-0.535
'[10:42:06.766]',-0.525
'[10:42:06.773]',-0.525
'[10:42:06.781]',-0.505
'[10:42:06.789]',-0.495
'[10:42:06.797]',-0.495
'[10:42:06.805]',-0.485
'[10:42:06.813]',-0.475
'[10:42:06.820]',-0.465
'[10:42:06.828]',-0.455
'[10:42:06.836]',-0.445
'[10:42:06.844]',-0.445
'[10:42:06.852]',-0.445
'[10:42:06.859]',-0.435
'[10:42:06.867]',-0.415
'[10:42:06.875]',-0.415
'[10:42:06.883]',-0.405
'[10:42:06.891]',-0.405
'[10:42:06.898]',-0.395
'[10:42:06.906]',-0.385
'[10:42:06.914]',-0.375
'[10:42:06.922]',-0.375
'[10:42:06.930]',-0.365
'[10:42:06.938]',-0.355
'[10:42:06.945]',-0.345
'[10:42:06.953]',-0.325
'[10:42:06.961]',-0.305
'[10:42:06.969]',-0.335
'[10:42:06.977]',0.795
'[10:42:06.984]',0.725
'[10:42:06.992]',0.705
'[10:42:07.000]',0.685
'[10:42:07.008]',0.675
'[10:42:07.016]',0.665
'[10:42:07.023]',0.665
'[10:42:07.031]',0.655
