'Time','ECG1'
'[08:40:02.773]',-0.145
'[08:40:02.781]',-0.125
'[08:40:02.789]',-0.135
'[08:40:02.797]',-0.115
'[08:40:02.805]',-0.115
'[08:40:02.813]',-0.345
'[08:40:02.820]',-0.375
'[08:40:02.828]',0.025
'[08:40:02.836]',0.965
'[08:40:02.844]',1805
'[08:40:02.852]',1045
'[08:40:02.859]',-0.255
'[08:40:02.867]',-0.585
'[08:40:02.875]',-0.405
'[08:40:02.883]',-0.205
'[08:40:02.891]',-0.105
'[08:40:02.898]',-0.135
'[08:40:02.906]',-0.135
'[08:40:02.914]',-0.145
'[08:40:02.922]',-0.145
'[08:40:02.930]',-0.145
'[08:40:02.938]',-0.145
'[08:40:02.945]',-0.135
'[08:40:02.953]',-0.135
'[08:40:02.961]',-0.115
'[08:40:02.969]',-0.105
'[08:40:02.977]',-0.085
'[08:40:02.984]',-0.095
'[08:40:02.992]',-0.085
'[08:40:03.000]',-0.095
'[08:40:03.008]',-0.065
'[08:40:03.016]',-0.035
'[08:40:03.023]',-0.045
'[08:40:03.031]',-0.005
'[08:40:03.039]',0.025
'[08:40:03.047]',0.035
'[08:40:03.055]',0.035
'[08:40:03.063]',0.045
'[08:40:03.070]',0.095
'[08:40:03.078]',0.135
'[08:40:03.086]',0.135
'[08:40:03.094]',0.185
'[08:40:03.102]',0.205
'[08:40:03.109]',0.235
'[08:40:03.117]',0.235
'[08:40:03.125]',0.245
'[08:40:03.133]',0.245
'[08:40:03.141]',0.235
'[08:40:03.148]',0.185
'[08:40:03.156]',0.165
'[08:40:03.164]',0.125
'[08:40:03.172]',0.075
'[08:40:03.180]',0.035
'[08:40:03.188]',0.025
'[08:40:03.195]',-0.025
'[08:40:03.203]',-0.045
'[08:40:03.211]',-0.035
'[08:40:03.219]',-0.055
'[08:40:03.227]',-0.055
'[08:40:03.234]',-0.055
'[08:40:03.242]',-0.055
'[08:40:03.250]',-0.035
'[08:40:03.258]',-0.055
'[08:40:03.266]',-0.035
'[08:40:03.273]',-0.045
'[08:40:03.281]',-0.035
'[08:40:03.289]',-0.025
'[08:40:03.297]',-0.025
'[08:40:03.305]',-0.045
'[08:40:03.313]',-0.035
'[08:40:03.320]',-0.055
'[08:40:03.328]',-0.035
'[08:40:03.336]',-0.045
'[08:40:03.344]',-0.055
'[08:40:03.352]',-0.035
'[08:40:03.359]',-0.035
'[08:40:03.367]',0.035
'[08:40:03.375]',0.065
'[08:40:03.383]',0.015
'[08:40:03.391]',0.005
'[08:40:03.398]',-0.025
'[08:40:03.406]',-0.085
'[08:40:03.414]',-0.095
'[08:40:03.422]',-0.115
'[08:40:03.430]',-0.135
'[08:40:03.438]',-0.125
'[08:40:03.445]',-0.145
'[08:40:03.453]',-0.135
'[08:40:03.461]',-0.135
'[08:40:03.469]',-0.145
'[08:40:03.477]',-0.125
'[08:40:03.484]',-0.135
'[08:40:03.492]',-0.135
'[08:40:03.500]',-0.125
'[08:40:03.508]',-0.095
'[08:40:03.516]',-0.185
'[08:40:03.523]',-0.435
'[08:40:03.531]',-0.265
'[08:40:03.539]',0.555
'[08:40:03.547]',1665
'[08:40:03.555]',1495
'[08:40:03.563]',0.105
'[08:40:03.570]',-0.585
'[08:40:03.578]',-0.505
'[08:40:03.586]',-0.315
'[08:40:03.594]',-0.155
'[08:40:03.602]',-0.125
'[08:40:03.609]',-0.155
'[08:40:03.617]',-0.175
'[08:40:03.625]',-0.155
'[08:40:03.633]',-0.155
'[08:40:03.641]',-0.155
'[08:40:03.648]',-0.145
'[08:40:03.656]',-0.145
'[08:40:03.664]',-0.115
'[08:40:03.672]',-0.125
'[08:40:03.680]',-0.125
'[08:40:03.688]',-0.105
'[08:40:03.695]',-0.105
'[08:40:03.703]',-0.085
'[08:40:03.711]',-0.085
'[08:40:03.719]',-0.045
'[08:40:03.727]',-0.035
'[08:40:03.734]',-0.035
'[08:40:03.742]',-0.015
'[08:40:03.750]',-0.005
'[08:40:03.758]',0.045
'[08:40:03.766]',0.055
'[08:40:03.773]',0.065
'[08:40:03.781]',0.115
'[08:40:03.789]',0.135
'[08:40:03.797]',0.145
'[08:40:03.805]',0.165
'[08:40:03.813]',0.175
'[08:40:03.820]',0.205
'[08:40:03.828]',0.195
'[08:40:03.836]',0.155
'[08:40:03.844]',0.135
'[08:40:03.852]',0.085
'[08:40:03.859]',0.055
'[08:40:03.867]',0.015
'[08:40:03.875]',-0.045
'[08:40:03.883]',-0.055
'[08:40:03.891]',-0.065
'[08:40:03.898]',-0.085
'[08:40:03.906]',-0.075
'[08:40:03.914]',-0.075
'[08:40:03.922]',-0.085
'[08:40:03.930]',-0.085
'[08:40:03.938]',-0.095
'[08:40:03.945]',-0.085
'[08:40:03.953]',-0.075
'[08:40:03.961]',-0.075
'[08:40:03.969]',-0.065
'[08:40:03.977]',-0.065
'[08:40:03.984]',-0.065
'[08:40:03.992]',-0.065
'[08:40:04.000]',-0.085
'[08:40:04.008]',-0.075
'[08:40:04.016]',-0.075
'[08:40:04.023]',-0.085
'[08:40:04.031]',-0.085
'[08:40:04.039]',-0.095
'[08:40:04.047]',-0.075
'[08:40:04.055]',-0.055
'[08:40:04.063]',-0.015
'[08:40:04.070]',0.015
'[08:40:04.078]',-0.025
'[08:40:04.086]',-0.055
'[08:40:04.094]',-0.085
'[08:40:04.102]',-0.135
'[08:40:04.109]',-0.145
'[08:40:04.117]',-0.175
'[08:40:04.125]',-0.175
'[08:40:04.133]',-0.165
'[08:40:04.141]',-0.175
'[08:40:04.148]',-0.175
'[08:40:04.156]',-0.155
'[08:40:04.164]',-0.165
'[08:40:04.172]',-0.175
'[08:40:04.180]',-0.165
'[08:40:04.188]',-0.175
'[08:40:04.195]',-0.145
'[08:40:04.203]',-0.155
'[08:40:04.211]',-0.325
'[08:40:04.219]',-0.365
'[08:40:04.227]',-0.035
'[08:40:04.234]',0.715
'[08:40:04.242]',1625
'[08:40:04.250]',1215
'[08:40:04.258]',-0.085
'[08:40:04.266]',-0.575
'[08:40:04.273]',-0.465
'[08:40:04.281]',-0.235
'[08:40:04.289]',-0.145
'[08:40:04.297]',-0.175
'[08:40:04.305]',-0.185
'[08:40:04.313]',-0.205
'[08:40:04.320]',-0.185
'[08:40:04.328]',-0.185
'[08:40:04.336]',-0.175
'[08:40:04.344]',-0.155
'[08:40:04.352]',-0.165
'[08:40:04.359]',-0.155
'[08:40:04.367]',-0.145
'[08:40:04.375]',-0.165
'[08:40:04.383]',-0.135
'[08:40:04.391]',-0.125
'[08:40:04.398]',-0.115
'[08:40:04.406]',-0.095
'[08:40:04.414]',-0.085
'[08:40:04.422]',-0.065
'[08:40:04.430]',-0.045
'[08:40:04.438]',-0.045
'[08:40:04.445]',-0.015
'[08:40:04.453]',0.005
'[08:40:04.461]',0.025
'[08:40:04.469]',0.075
'[08:40:04.477]',0.075
'[08:40:04.484]',0.105
'[08:40:04.492]',0.125
'[08:40:04.500]',0.135
'[08:40:04.508]',0.165
'[08:40:04.516]',0.175
'[08:40:04.523]',0.185
'[08:40:04.531]',0.165
'[08:40:04.539]',0.125
'[08:40:04.547]',0.085
'[08:40:04.555]',0.035
'[08:40:04.563]',-0.015
'[08:40:04.570]',-0.035
'[08:40:04.578]',-0.065
'[08:40:04.586]',-0.085
'[08:40:04.594]',-0.075
'[08:40:04.602]',-0.105
'[08:40:04.609]',-0.115
'[08:40:04.617]',-0.115
'[08:40:04.625]',-0.125
'[08:40:04.633]',-0.105
'[08:40:04.641]',-0.095
'[08:40:04.648]',-0.115
'[08:40:04.656]',-0.095
'[08:40:04.664]',-0.085
'[08:40:04.672]',-0.095
'[08:40:04.680]',-0.095
'[08:40:04.688]',-0.115
'[08:40:04.695]',-0.095
'[08:40:04.703]',-0.095
'[08:40:04.711]',-0.095
'[08:40:04.719]',-0.095
'[08:40:04.727]',-0.085
'[08:40:04.734]',-0.095
'[08:40:04.742]',-0.115
'[08:40:04.750]',-0.135
'[08:40:04.758]',-0.115
'[08:40:04.766]',-0.125
'[08:40:04.773]',-0.145
'[08:40:04.781]',-0.135
'[08:40:04.789]',-0.105
'[08:40:04.797]',-0.055
'[08:40:04.805]',0.005
'[08:40:04.813]',-0.025
'[08:40:04.820]',-0.065
'[08:40:04.828]',-0.095
'[08:40:04.836]',-0.145
'[08:40:04.844]',-0.135
'[08:40:04.852]',-0.165
'[08:40:04.859]',-0.165
'[08:40:04.867]',-0.185
'[08:40:04.875]',-0.175
'[08:40:04.883]',-0.175
'[08:40:04.891]',-0.185
'[08:40:04.898]',-0.185
'[08:40:04.906]',-0.165
'[08:40:04.914]',-0.155
'[08:40:04.922]',-0.165
'[08:40:04.930]',-0.155
'[08:40:04.938]',-0.155
'[08:40:04.945]',-0.335
'[08:40:04.953]',-0.395
'[08:40:04.961]',0.065
'[08:40:04.969]',1025
'[08:40:04.977]',1755
'[08:40:04.984]',0.595
'[08:40:04.992]',-0.505
'[08:40:05.000]',-0.545
'[08:40:05.008]',-0.315
'[08:40:05.016]',-0.155
'[08:40:05.023]',-0.155
'[08:40:05.031]',-0.175
'[08:40:05.039]',-0.175
'[08:40:05.047]',-0.185
'[08:40:05.055]',-0.165
'[08:40:05.063]',-0.175
'[08:40:05.070]',-0.165
'[08:40:05.078]',-0.165
'[08:40:05.086]',-0.165
'[08:40:05.094]',-0.145
'[08:40:05.102]',-0.135
'[08:40:05.109]',-0.135
'[08:40:05.117]',-0.125
'[08:40:05.125]',-0.115
'[08:40:05.133]',-0.095
'[08:40:05.141]',-0.085
'[08:40:05.148]',-0.075
'[08:40:05.156]',-0.045
'[08:40:05.164]',-0.025
'[08:40:05.172]',-0.015
'[08:40:05.180]',0.005
'[08:40:05.188]',0.005
'[08:40:05.195]',0.055
'[08:40:05.203]',0.085
'[08:40:05.211]',0.095
'[08:40:05.219]',0.145
'[08:40:05.227]',0.165
'[08:40:05.234]',0.185
'[08:40:05.242]',0.185
'[08:40:05.250]',0.185
'[08:40:05.258]',0.215
'[08:40:05.266]',0.185
'[08:40:05.273]',0.145
'[08:40:05.281]',0.125
'[08:40:05.289]',0.085
'[08:40:05.297]',0.035
'[08:40:05.305]',0.005
'[08:40:05.313]',-0.015
'[08:40:05.320]',-0.065
'[08:40:05.328]',-0.075
'[08:40:05.336]',-0.075
'[08:40:05.344]',-0.075
'[08:40:05.352]',-0.065
'[08:40:05.359]',-0.085
'[08:40:05.367]',-0.085
'[08:40:05.375]',-0.075
'[08:40:05.383]',-0.095
'[08:40:05.391]',-0.075
'[08:40:05.398]',-0.075
'[08:40:05.406]',-0.075
'[08:40:05.414]',-0.065
'[08:40:05.422]',-0.065
'[08:40:05.430]',-0.065
'[08:40:05.438]',-0.075
'[08:40:05.445]',-0.095
'[08:40:05.453]',-0.075
'[08:40:05.461]',-0.085
'[08:40:05.469]',-0.075
'[08:40:05.477]',-0.075
'[08:40:05.484]',-0.085
'[08:40:05.492]',-0.095
'[08:40:05.500]',-0.105
'[08:40:05.508]',-0.135
'[08:40:05.516]',-0.115
'[08:40:05.523]',-0.115
'[08:40:05.531]',-0.125
'[08:40:05.539]',-0.105
'[08:40:05.547]',-0.125
'[08:40:05.555]',-0.125
'[08:40:05.563]',-0.115
'[08:40:05.570]',-0.145
'[08:40:05.578]',-0.125
'[08:40:05.586]',-0.115
'[08:40:05.594]',-0.125
'[08:40:05.602]',-0.125
'[08:40:05.609]',-0.115
'[08:40:05.617]',-0.125
'[08:40:05.625]',-0.125
'[08:40:05.633]',-0.145
'[08:40:05.641]',-0.125
'[08:40:05.648]',-0.135
'[08:40:05.656]',-0.095
'[08:40:05.664]',-0.035
'[08:40:05.672]',0.015
'[08:40:05.680]',-0.015
'[08:40:05.688]',-0.055
'[08:40:05.695]',-0.105
'[08:40:05.703]',-0.115
'[08:40:05.711]',-0.135
'[08:40:05.719]',-0.135
'[08:40:05.727]',-0.135
'[08:40:05.734]',-0.145
'[08:40:05.742]',-0.155
'[08:40:05.750]',-0.165
'[08:40:05.758]',-0.155
'[08:40:05.766]',-0.145
'[08:40:05.773]',-0.155
'[08:40:05.781]',-0.115
'[08:40:05.789]',-0.095
'[08:40:05.797]',-0.185
'[08:40:05.805]',-0.405
'[08:40:05.813]',-0.195
'[08:40:05.820]',0.435
'[08:40:05.828]',1555
'[08:40:05.836]',1445
'[08:40:05.844]',0.075
'[08:40:05.852]',-0.525
'[08:40:05.859]',-0.435
'[08:40:05.867]',-0.185
'[08:40:05.875]',-0.125
'[08:40:05.883]',-0.135
'[08:40:05.891]',-0.155
'[08:40:05.898]',-0.155
'[08:40:05.906]',-0.145
'[08:40:05.914]',-0.145
'[08:40:05.922]',-0.135
'[08:40:05.930]',-0.135
'[08:40:05.938]',-0.145
'[08:40:05.945]',-0.135
'[08:40:05.953]',-0.125
'[08:40:05.961]',-0.115
'[08:40:05.969]',-0.095
'[08:40:05.977]',-0.105
'[08:40:05.984]',-0.085
'[08:40:05.992]',-0.085
'[08:40:06.000]',-0.075
'[08:40:06.008]',-0.045
'[08:40:06.016]',-0.035
'[08:40:06.023]',-0.005
'[08:40:06.031]',0.015
'[08:40:06.039]',0.035
'[08:40:06.047]',0.055
'[08:40:06.055]',0.075
'[08:40:06.063]',0.085
'[08:40:06.070]',0.125
'[08:40:06.078]',0.165
'[08:40:06.086]',0.195
'[08:40:06.094]',0.235
'[08:40:06.102]',0.245
'[08:40:06.109]',0.255
'[08:40:06.117]',0.255
'[08:40:06.125]',0.235
'[08:40:06.133]',0.205
'[08:40:06.141]',0.175
'[08:40:06.148]',0.135
'[08:40:06.156]',0.105
'[08:40:06.164]',0.075
'[08:40:06.172]',0.015
'[08:40:06.180]',-0.015
'[08:40:06.188]',-0.015
'[08:40:06.195]',-0.055
'[08:40:06.203]',-0.045
'[08:40:06.211]',-0.065
'[08:40:06.219]',-0.055
'[08:40:06.227]',-0.045
'[08:40:06.234]',-0.045
'[08:40:06.242]',-0.045
'[08:40:06.250]',-0.055
'[08:40:06.258]',-0.055
'[08:40:06.266]',-0.055
'[08:40:06.273]',-0.055
'[08:40:06.281]',-0.045
'[08:40:06.289]',-0.035
'[08:40:06.297]',-0.055
'[08:40:06.305]',-0.055
'[08:40:06.313]',-0.075
'[08:40:06.320]',-0.065
'[08:40:06.328]',-0.055
'[08:40:06.336]',-0.065
'[08:40:06.344]',-0.055
'[08:40:06.352]',-0.075
'[08:40:06.359]',-0.085
'[08:40:06.367]',-0.105
'[08:40:06.375]',-0.115
'[08:40:06.383]',-0.105
'[08:40:06.391]',-0.105
'[08:40:06.398]',-0.105
'[08:40:06.406]',-0.105
'[08:40:06.414]',-0.105
'[08:40:06.422]',-0.105
'[08:40:06.430]',-0.115
'[08:40:06.438]',-0.135
'[08:40:06.445]',-0.115
'[08:40:06.453]',-0.105
'[08:40:06.461]',-0.115
'[08:40:06.469]',-0.095
'[08:40:06.477]',-0.105
'[08:40:06.484]',-0.115
'[08:40:06.492]',-0.105
'[08:40:06.500]',-0.115
'[08:40:06.508]',-0.115
'[08:40:06.516]',-0.105
'[08:40:06.523]',-0.105
'[08:40:06.531]',-0.105
'[08:40:06.539]',-0.095
'[08:40:06.547]',-0.115
'[08:40:06.555]',-0.105
'[08:40:06.563]',-0.115
'[08:40:06.570]',-0.105
'[08:40:06.578]',-0.065
'[08:40:06.586]',0.005
'[08:40:06.594]',0.055
'[08:40:06.602]',0.015
'[08:40:06.609]',-0.025
'[08:40:06.617]',-0.045
'[08:40:06.625]',-0.085
'[08:40:06.633]',-0.095
'[08:40:06.641]',-0.115
'[08:40:06.648]',-0.125
'[08:40:06.656]',-0.115
'[08:40:06.664]',-0.115
'[08:40:06.672]',-0.115
'[08:40:06.680]',-0.125
'[08:40:06.688]',-0.135
'[08:40:06.695]',-0.125
'[08:40:06.703]',-0.125
'[08:40:06.711]',-0.115
'[08:40:06.719]',-0.085
'[08:40:06.727]',-0.105
'[08:40:06.734]',-0.295
'[08:40:06.742]',-0.305
'[08:40:06.750]',0.065
'[08:40:06.758]',0.875
'[08:40:06.766]',1605
'[08:40:06.773]',1005
'[08:40:06.781]',-0.105
'[08:40:06.789]',-0.485
'[08:40:06.797]',-0.375
'[08:40:06.805]',-0.225
'[08:40:06.813]',-0.135
'[08:40:06.820]',-0.135
'[08:40:06.828]',-0.145
'[08:40:06.836]',-0.155
'[08:40:06.844]',-0.145
'[08:40:06.852]',-0.135
'[08:40:06.859]',-0.135
'[08:40:06.867]',-0.145
'[08:40:06.875]',-0.135
'[08:40:06.883]',-0.125
'[08:40:06.891]',-0.125
'[08:40:06.898]',-0.115
'[08:40:06.906]',-0.115
'[08:40:06.914]',-0.105
'[08:40:06.922]',-0.095
