'Time','ECG1'
'[11:48:03.695]',-0.115
'[11:48:03.703]',-0.135
'[11:48:03.711]',-0.145
'[11:48:03.719]',-0.145
'[11:48:03.727]',-0.115
'[11:48:03.734]',-0.105
'[11:48:03.742]',-0.115
'[11:48:03.750]',-0.125
'[11:48:03.758]',-0.115
'[11:48:03.766]',-0.135
'[11:48:03.773]',-0.135
'[11:48:03.781]',-0.125
'[11:48:03.789]',-0.125
'[11:48:03.797]',-0.095
'[11:48:03.805]',-0.105
'[11:48:03.813]',-0.105
'[11:48:03.820]',-0.095
'[11:48:03.828]',-0.115
'[11:48:03.836]',-0.095
'[11:48:03.844]',-0.085
'[11:48:03.852]',-0.025
'[11:48:03.859]',0.025
'[11:48:03.867]',0.005
'[11:48:03.875]',0.095
'[11:48:03.883]',0.095
'[11:48:03.891]',-0.015
'[11:48:03.898]',-0.065
'[11:48:03.906]',-0.045
'[11:48:03.914]',-0.065
'[11:48:03.922]',-0.085
'[11:48:03.930]',-0.105
'[11:48:03.938]',-0.125
'[11:48:03.945]',-0.115
'[11:48:03.953]',-0.145
'[11:48:03.961]',-0.135
'[11:48:03.969]',-0.135
'[11:48:03.977]',-0.135
'[11:48:03.984]',-0.095
'[11:48:03.992]',-0.085
'[11:48:04.000]',-0.095
'[11:48:04.008]',-0.415
'[11:48:04.016]',-0.665
'[11:48:04.023]',0.155
'[11:48:04.031]',1755
'[11:48:04.039]',2675
'[11:48:04.047]',2915
'[11:48:04.055]',1225
'[11:48:04.063]',0.015
'[11:48:04.070]',-0.065
'[11:48:04.078]',-0.145
'[11:48:04.086]',-0.185
'[11:48:04.094]',-0.205
'[11:48:04.102]',-0.215
'[11:48:04.109]',-0.185
'[11:48:04.117]',-0.195
'[11:48:04.125]',-0.205
'[11:48:04.133]',-0.205
'[11:48:04.141]',-0.205
'[11:48:04.148]',-0.205
'[11:48:04.156]',-0.195
'[11:48:04.164]',-0.175
'[11:48:04.172]',-0.145
'[11:48:04.180]',-0.135
'[11:48:04.188]',-0.115
'[11:48:04.195]',-0.095
'[11:48:04.203]',-0.095
'[11:48:04.211]',-0.065
'[11:48:04.219]',-0.015
'[11:48:04.227]',0.035
'[11:48:04.234]',0.115
'[11:48:04.242]',0.165
'[11:48:04.250]',0.205
'[11:48:04.258]',0.255
'[11:48:04.266]',0.295
'[11:48:04.273]',0.335
'[11:48:04.281]',0.395
'[11:48:04.289]',0.415
'[11:48:04.297]',0.415
'[11:48:04.305]',0.365
'[11:48:04.313]',0.265
'[11:48:04.320]',0.175
'[11:48:04.328]',0.055
'[11:48:04.336]',-0.015
'[11:48:04.344]',-0.045
'[11:48:04.352]',-0.075
'[11:48:04.359]',-0.075
'[11:48:04.367]',-0.085
'[11:48:04.375]',-0.095
'[11:48:04.383]',-0.105
'[11:48:04.391]',-0.115
'[11:48:04.398]',-0.115
'[11:48:04.406]',-0.105
'[11:48:04.414]',-0.095
'[11:48:04.422]',-0.075
'[11:48:04.430]',-0.075
'[11:48:04.438]',-0.085
'[11:48:04.445]',-0.085
'[11:48:04.453]',-0.105
'[11:48:04.461]',-0.115
'[11:48:04.469]',-0.105
'[11:48:04.477]',-0.105
'[11:48:04.484]',-0.085
'[11:48:04.492]',-0.095
'[11:48:04.500]',-0.105
'[11:48:04.508]',-0.105
'[11:48:04.516]',-0.135
'[11:48:04.523]',-0.135
'[11:48:04.531]',-0.135
'[11:48:04.539]',-0.135
'[11:48:04.547]',-0.115
'[11:48:04.555]',-0.135
'[11:48:04.563]',-0.145
'[11:48:04.570]',-0.135
'[11:48:04.578]',-0.155
'[11:48:04.586]',-0.165
'[11:48:04.594]',-0.155
'[11:48:04.602]',-0.165
'[11:48:04.609]',-0.125
'[11:48:04.617]',-0.135
'[11:48:04.625]',-0.135
'[11:48:04.633]',-0.145
'[11:48:04.641]',-0.165
'[11:48:04.648]',-0.165
'[11:48:04.656]',-0.155
'[11:48:04.664]',-0.155
'[11:48:04.672]',-0.125
'[11:48:04.680]',-0.135
'[11:48:04.688]',-0.135
'[11:48:04.695]',-0.135
'[11:48:04.703]',-0.135
'[11:48:04.711]',-0.135
'[11:48:04.719]',-0.105
'[11:48:04.727]',-0.065
'[11:48:04.734]',-0.035
'[11:48:04.742]',0.005
'[11:48:04.750]',0.065
'[11:48:04.758]',0.015
'[11:48:04.766]',-0.115
'[11:48:04.773]',-0.105
'[11:48:04.781]',-0.105
'[11:48:04.789]',-0.135
'[11:48:04.797]',-0.135
'[11:48:04.805]',-0.155
'[11:48:04.813]',-0.175
'[11:48:04.820]',-0.165
'[11:48:04.828]',-0.175
'[11:48:04.836]',-0.185
'[11:48:04.844]',-0.175
'[11:48:04.852]',-0.165
'[11:48:04.859]',-0.165
'[11:48:04.867]',-0.145
'[11:48:04.875]',-0.185
'[11:48:04.883]',-0.605
'[11:48:04.891]',-0.665
'[11:48:04.898]',0.415
'[11:48:04.906]',1885
'[11:48:04.914]',2735
'[11:48:04.922]',2425
'[11:48:04.930]',0.505
'[11:48:04.938]',-0.135
'[11:48:04.945]',-0.175
'[11:48:04.953]',-0.235
'[11:48:04.961]',-0.265
'[11:48:04.969]',-0.285
'[11:48:04.977]',-0.295
'[11:48:04.984]',-0.265
'[11:48:04.992]',-0.265
'[11:48:05.000]',-0.275
'[11:48:05.008]',-0.255
'[11:48:05.016]',-0.275
'[11:48:05.023]',-0.275
'[11:48:05.031]',-0.255
'[11:48:05.039]',-0.255
'[11:48:05.047]',-0.205
'[11:48:05.055]',-0.195
'[11:48:05.063]',-0.185
'[11:48:05.070]',-0.165
'[11:48:05.078]',-0.155
'[11:48:05.086]',-0.125
'[11:48:05.094]',-0.075
'[11:48:05.102]',-0.035
'[11:48:05.109]',0.055
'[11:48:05.117]',0.105
'[11:48:05.125]',0.155
'[11:48:05.133]',0.205
'[11:48:05.141]',0.235
'[11:48:05.148]',0.265
'[11:48:05.156]',0.305
'[11:48:05.164]',0.325
'[11:48:05.172]',0.325
'[11:48:05.180]',0.245
'[11:48:05.188]',0.155
'[11:48:05.195]',0.065
'[11:48:05.203]',-0.075
'[11:48:05.211]',-0.145
'[11:48:05.219]',-0.175
'[11:48:05.227]',-0.205
'[11:48:05.234]',-0.195
'[11:48:05.242]',-0.195
'[11:48:05.250]',-0.205
'[11:48:05.258]',-0.195
'[11:48:05.266]',-0.235
'[11:48:05.273]',-0.215
'[11:48:05.281]',-0.215
'[11:48:05.289]',-0.235
'[11:48:05.297]',-0.195
'[11:48:05.305]',-0.195
'[11:48:05.313]',-0.205
'[11:48:05.320]',-0.195
'[11:48:05.328]',-0.215
'[11:48:05.336]',-0.215
'[11:48:05.344]',-0.215
'[11:48:05.352]',-0.225
'[11:48:05.359]',-0.205
'[11:48:05.367]',-0.225
'[11:48:05.375]',-0.225
'[11:48:05.383]',-0.215
'[11:48:05.391]',-0.255
'[11:48:05.398]',-0.245
'[11:48:05.406]',-0.255
'[11:48:05.414]',-0.265
'[11:48:05.422]',-0.225
'[11:48:05.430]',-0.235
'[11:48:05.438]',-0.245
'[11:48:05.445]',-0.245
'[11:48:05.453]',-0.265
'[11:48:05.461]',-0.275
'[11:48:05.469]',-0.265
'[11:48:05.477]',-0.255
'[11:48:05.484]',-0.235
'[11:48:05.492]',-0.235
'[11:48:05.500]',-0.255
'[11:48:05.508]',-0.235
'[11:48:05.516]',-0.245
'[11:48:05.523]',-0.255
'[11:48:05.531]',-0.245
'[11:48:05.539]',-0.235
'[11:48:05.547]',-0.195
'[11:48:05.555]',-0.205
'[11:48:05.563]',-0.165
'[11:48:05.570]',-0.145
'[11:48:05.578]',-0.175
'[11:48:05.586]',-0.075
'[11:48:05.594]',-0.065
'[11:48:05.602]',-0.155
'[11:48:05.609]',-0.145
'[11:48:05.617]',-0.155
'[11:48:05.625]',-0.215
'[11:48:05.633]',-0.235
'[11:48:05.641]',-0.265
'[11:48:05.648]',-0.265
'[11:48:05.656]',-0.245
'[11:48:05.664]',-0.255
'[11:48:05.672]',-0.225
'[11:48:05.680]',-0.225
'[11:48:05.688]',-0.235
'[11:48:05.695]',-0.225
'[11:48:05.703]',-0.235
'[11:48:05.711]',-0.365
'[11:48:05.719]',-0.775
'[11:48:05.727]',-0.705
'[11:48:05.734]',0.735
'[11:48:05.742]',2155
'[11:48:05.750]',2785
'[11:48:05.758]',2305
'[11:48:05.766]',0.335
'[11:48:05.773]',-0.275
'[11:48:05.781]',-0.235
'[11:48:05.789]',-0.275
'[11:48:05.797]',-0.295
'[11:48:05.805]',-0.305
'[11:48:05.813]',-0.325
'[11:48:05.820]',-0.315
'[11:48:05.828]',-0.345
'[11:48:05.836]',-0.335
'[11:48:05.844]',-0.325
'[11:48:05.852]',-0.315
'[11:48:05.859]',-0.285
'[11:48:05.867]',-0.285
'[11:48:05.875]',-0.275
'[11:48:05.883]',-0.245
'[11:48:05.891]',-0.265
'[11:48:05.898]',-0.245
'[11:48:05.906]',-0.205
'[11:48:05.914]',-0.185
'[11:48:05.922]',-0.125
'[11:48:05.930]',-0.085
'[11:48:05.938]',-0.035
'[11:48:05.945]',0.015
'[11:48:05.953]',0.035
'[11:48:05.961]',0.095
'[11:48:05.969]',0.155
'[11:48:05.977]',0.205
'[11:48:05.984]',0.275
'[11:48:05.992]',0.305
'[11:48:06.000]',0.295
'[11:48:06.008]',0.285
'[11:48:06.016]',0.155
'[11:48:06.023]',0.075
'[11:48:06.031]',-0.005
'[11:48:06.039]',-0.095
'[11:48:06.047]',-0.115
'[11:48:06.055]',-0.175
'[11:48:06.063]',-0.215
'[11:48:06.070]',-0.215
'[11:48:06.078]',-0.245
'[11:48:06.086]',-0.235
'[11:48:06.094]',-0.225
'[11:48:06.102]',-0.235
'[11:48:06.109]',-0.205
'[11:48:06.117]',-0.195
'[11:48:06.125]',-0.205
'[11:48:06.133]',-0.205
'[11:48:06.141]',-0.215
'[11:48:06.148]',-0.205
'[11:48:06.156]',-0.185
'[11:48:06.164]',-0.205
'[11:48:06.172]',-0.175
'[11:48:06.180]',-0.175
'[11:48:06.188]',-0.185
'[11:48:06.195]',-0.175
'[11:48:06.203]',-0.195
'[11:48:06.211]',-0.195
'[11:48:06.219]',-0.185
'[11:48:06.227]',-0.195
'[11:48:06.234]',-0.175
'[11:48:06.242]',-0.175
'[11:48:06.250]',-0.175
'[11:48:06.258]',-0.185
'[11:48:06.266]',-0.195
'[11:48:06.273]',-0.205
'[11:48:06.281]',-0.195
'[11:48:06.289]',-0.205
'[11:48:06.297]',-0.185
'[11:48:06.305]',-0.195
'[11:48:06.313]',-0.185
'[11:48:06.320]',-0.185
'[11:48:06.328]',-0.215
'[11:48:06.336]',-0.215
'[11:48:06.344]',-0.195
'[11:48:06.352]',-0.195
'[11:48:06.359]',-0.115
'[11:48:06.367]',-0.095
'[11:48:06.375]',-0.115
'[11:48:06.383]',-0.105
'[11:48:06.391]',-0.035
'[11:48:06.398]',-0.055
'[11:48:06.406]',-0.135
'[11:48:06.414]',-0.135
'[11:48:06.422]',-0.135
'[11:48:06.430]',-0.175
'[11:48:06.438]',-0.185
'[11:48:06.445]',-0.205
'[11:48:06.453]',-0.225
'[11:48:06.461]',-0.225
'[11:48:06.469]',-0.215
'[11:48:06.477]',-0.195
'[11:48:06.484]',-0.185
'[11:48:06.492]',-0.185
'[11:48:06.500]',-0.185
'[11:48:06.508]',-0.155
'[11:48:06.516]',-0.395
'[11:48:06.523]',-0.725
'[11:48:06.531]',-0.415
'[11:48:06.539]',1235
'[11:48:06.547]',2345
'[11:48:06.555]',2815
'[11:48:06.563]',2095
'[11:48:06.570]',0.265
'[11:48:06.578]',-0.175
'[11:48:06.586]',-0.205
'[11:48:06.594]',-0.255
'[11:48:06.602]',-0.285
'[11:48:06.609]',-0.245
'[11:48:06.617]',-0.265
'[11:48:06.625]',-0.275
'[11:48:06.633]',-0.265
'[11:48:06.641]',-0.275
'[11:48:06.648]',-0.285
'[11:48:06.656]',-0.255
'[11:48:06.664]',-0.235
'[11:48:06.672]',-0.205
'[11:48:06.680]',-0.195
'[11:48:06.688]',-0.175
'[11:48:06.695]',-0.155
'[11:48:06.703]',-0.175
'[11:48:06.711]',-0.125
'[11:48:06.719]',-0.095
'[11:48:06.727]',-0.065
'[11:48:06.734]',-0.005
'[11:48:06.742]',0.035
'[11:48:06.750]',0.085
'[11:48:06.758]',0.165
'[11:48:06.766]',0.195
'[11:48:06.773]',0.245
'[11:48:06.781]',0.295
'[11:48:06.789]',0.345
'[11:48:06.797]',0.395
'[11:48:06.805]',0.365
'[11:48:06.813]',0.325
'[11:48:06.820]',0.235
'[11:48:06.828]',0.115
'[11:48:06.836]',0.005
'[11:48:06.844]',-0.065
'[11:48:06.852]',-0.105
'[11:48:06.859]',-0.115
'[11:48:06.867]',-0.135
'[11:48:06.875]',-0.155
'[11:48:06.883]',-0.165
'[11:48:06.891]',-0.185
'[11:48:06.898]',-0.185
'[11:48:06.906]',-0.175
'[11:48:06.914]',-0.155
