'Time','ECG1'
'[10:58:01.109]',0.285
'[10:58:01.117]',0.275
'[10:58:01.125]',0.265
'[10:58:01.133]',0.265
'[10:58:01.141]',0.255
'[10:58:01.148]',0.245
'[10:58:01.156]',0.245
'[10:58:01.164]',0.235
'[10:58:01.172]',0.225
'[10:58:01.180]',0.215
'[10:58:01.188]',0.205
'[10:58:01.195]',0.205
'[10:58:01.203]',0.195
'[10:58:01.211]',0.175
'[10:58:01.219]',0.175
'[10:58:01.227]',0.165
'[10:58:01.234]',0.145
'[10:58:01.242]',0.135
'[10:58:01.250]',0.125
'[10:58:01.258]',0.115
'[10:58:01.266]',0.075
'[10:58:01.273]',-0.275
'[10:58:01.281]',-0.645
'[10:58:01.289]',-0.575
'[10:58:01.297]',-0.545
'[10:58:01.305]',-0.535
'[10:58:01.313]',-0.525
'[10:58:01.320]',-0.525
'[10:58:01.328]',-0.525
'[10:58:01.336]',-0.525
'[10:58:01.344]',-0.515
'[10:58:01.352]',-0.515
'[10:58:01.359]',-0.515
'[10:58:01.367]',-0.515
'[10:58:01.375]',-0.505
'[10:58:01.383]',-0.505
'[10:58:01.391]',-0.495
'[10:58:01.398]',-0.495
'[10:58:01.406]',-0.495
'[10:58:01.414]',-0.485
'[10:58:01.422]',-0.485
'[10:58:01.430]',-0.485
'[10:58:01.438]',-0.475
'[10:58:01.445]',-0.465
'[10:58:01.453]',-0.455
'[10:58:01.461]',-0.455
'[10:58:01.469]',-0.445
'[10:58:01.477]',-0.445
'[10:58:01.484]',-0.435
'[10:58:01.492]',-0.425
'[10:58:01.500]',-0.425
'[10:58:01.508]',-0.415
'[10:58:01.516]',-0.415
'[10:58:01.523]',-0.405
'[10:58:01.531]',-0.395
'[10:58:01.539]',-0.385
'[10:58:01.547]',-0.385
'[10:58:01.555]',-0.375
'[10:58:01.563]',-0.375
'[10:58:01.570]',-0.365
'[10:58:01.578]',-0.365
'[10:58:01.586]',-0.345
'[10:58:01.594]',-0.345
'[10:58:01.602]',-0.335
'[10:58:01.609]',-0.335
'[10:58:01.617]',-0.315
'[10:58:01.625]',-0.315
'[10:58:01.633]',-0.305
'[10:58:01.641]',-0.295
'[10:58:01.648]',-0.295
'[10:58:01.656]',-0.285
'[10:58:01.664]',-0.275
'[10:58:01.672]',-0.265
'[10:58:01.680]',-0.255
'[10:58:01.688]',-0.245
'[10:58:01.695]',-0.235
'[10:58:01.703]',-0.225
'[10:58:01.711]',-0.215
'[10:58:01.719]',-0.215
'[10:58:01.727]',-0.195
'[10:58:01.734]',-0.185
'[10:58:01.742]',-0.175
'[10:58:01.750]',-0.155
'[10:58:01.758]',-0.145
'[10:58:01.766]',-0.115
'[10:58:01.773]',0.425
'[10:58:01.781]',0.595
'[10:58:01.789]',0.525
'[10:58:01.797]',0.495
'[10:58:01.805]',0.485
'[10:58:01.813]',0.485
'[10:58:01.820]',0.485
'[10:58:01.828]',0.485
'[10:58:01.836]',0.475
'[10:58:01.844]',0.475
'[10:58:01.852]',0.475
'[10:58:01.859]',0.465
'[10:58:01.867]',0.465
'[10:58:01.875]',0.465
'[10:58:01.883]',0.465
'[10:58:01.891]',0.455
'[10:58:01.898]',0.455
'[10:58:01.906]',0.455
'[10:58:01.914]',0.445
'[10:58:01.922]',0.445
'[10:58:01.930]',0.435
'[10:58:01.938]',0.435
'[10:58:01.945]',0.425
'[10:58:01.953]',0.425
'[10:58:01.961]',0.415
'[10:58:01.969]',0.415
'[10:58:01.977]',0.405
'[10:58:01.984]',0.395
'[10:58:01.992]',0.395
'[10:58:02.000]',0.385
'[10:58:02.008]',0.375
'[10:58:02.016]',0.375
'[10:58:02.023]',0.365
'[10:58:02.031]',0.365
'[10:58:02.039]',0.355
'[10:58:02.047]',0.345
'[10:58:02.055]',0.345
'[10:58:02.063]',0.335
'[10:58:02.070]',0.325
'[10:58:02.078]',0.315
'[10:58:02.086]',0.315
'[10:58:02.094]',0.305
'[10:58:02.102]',0.295
'[10:58:02.109]',0.285
'[10:58:02.117]',0.285
'[10:58:02.125]',0.275
'[10:58:02.133]',0.275
'[10:58:02.141]',0.265
'[10:58:02.148]',0.255
'[10:58:02.156]',0.245
'[10:58:02.164]',0.245
'[10:58:02.172]',0.225
'[10:58:02.180]',0.225
'[10:58:02.188]',0.215
'[10:58:02.195]',0.205
'[10:58:02.203]',0.195
'[10:58:02.211]',0.185
'[10:58:02.219]',0.175
'[10:58:02.227]',0.165
'[10:58:02.234]',0.145
'[10:58:02.242]',0.135
'[10:58:02.250]',0.125
'[10:58:02.258]',0.105
'[10:58:02.266]',0.085
'[10:58:02.273]',-0.555
'[10:58:02.281]',-0.625
'[10:58:02.289]',-0.555
'[10:58:02.297]',-0.535
'[10:58:02.305]',-0.525
'[10:58:02.313]',-0.525
'[10:58:02.320]',-0.515
'[10:58:02.328]',-0.515
'[10:58:02.336]',-0.515
'[10:58:02.344]',-0.515
'[10:58:02.352]',-0.515
'[10:58:02.359]',-0.515
'[10:58:02.367]',-0.505
'[10:58:02.375]',-0.495
'[10:58:02.383]',-0.495
'[10:58:02.391]',-0.495
'[10:58:02.398]',-0.495
'[10:58:02.406]',-0.485
'[10:58:02.414]',-0.485
'[10:58:02.422]',-0.475
'[10:58:02.430]',-0.475
'[10:58:02.438]',-0.465
'[10:58:02.445]',-0.465
'[10:58:02.453]',-0.455
'[10:58:02.461]',-0.445
'[10:58:02.469]',-0.445
'[10:58:02.477]',-0.435
'[10:58:02.484]',-0.435
'[10:58:02.492]',-0.425
'[10:58:02.500]',-0.415
'[10:58:02.508]',-0.415
'[10:58:02.516]',-0.405
'[10:58:02.523]',-0.395
'[10:58:02.531]',-0.395
'[10:58:02.539]',-0.385
'[10:58:02.547]',-0.385
'[10:58:02.555]',-0.375
'[10:58:02.563]',-0.365
'[10:58:02.570]',-0.355
'[10:58:02.578]',-0.355
'[10:58:02.586]',-0.345
'[10:58:02.594]',-0.345
'[10:58:02.602]',-0.335
'[10:58:02.609]',-0.325
'[10:58:02.617]',-0.325
'[10:58:02.625]',-0.315
'[10:58:02.633]',-0.305
'[10:58:02.641]',-0.295
'[10:58:02.648]',-0.295
'[10:58:02.656]',-0.285
'[10:58:02.664]',-0.275
'[10:58:02.672]',-0.265
'[10:58:02.680]',-0.255
'[10:58:02.688]',-0.245
'[10:58:02.695]',-0.235
'[10:58:02.703]',-0.225
'[10:58:02.711]',-0.215
'[10:58:02.719]',-0.205
'[10:58:02.727]',-0.195
'[10:58:02.734]',-0.185
'[10:58:02.742]',-0.175
'[10:58:02.750]',-0.155
'[10:58:02.758]',-0.145
'[10:58:02.766]',-0.125
'[10:58:02.773]',-0.045
'[10:58:02.781]',0.605
'[10:58:02.789]',0.565
'[10:58:02.797]',0.515
'[10:58:02.805]',0.495
'[10:58:02.813]',0.495
'[10:58:02.820]',0.495
'[10:58:02.828]',0.485
'[10:58:02.836]',0.485
'[10:58:02.844]',0.485
'[10:58:02.852]',0.485
'[10:58:02.859]',0.475
'[10:58:02.867]',0.465
'[10:58:02.875]',0.465
'[10:58:02.883]',0.465
'[10:58:02.891]',0.455
'[10:58:02.898]',0.455
'[10:58:02.906]',0.455
'[10:58:02.914]',0.445
'[10:58:02.922]',0.445
'[10:58:02.930]',0.435
'[10:58:02.938]',0.435
'[10:58:02.945]',0.425
'[10:58:02.953]',0.415
'[10:58:02.961]',0.415
'[10:58:02.969]',0.405
'[10:58:02.977]',0.405
'[10:58:02.984]',0.395
'[10:58:02.992]',0.385
'[10:58:03.000]',0.385
'[10:58:03.008]',0.375
'[10:58:03.016]',0.365
'[10:58:03.023]',0.365
'[10:58:03.031]',0.355
'[10:58:03.039]',0.345
'[10:58:03.047]',0.335
'[10:58:03.055]',0.335
'[10:58:03.063]',0.325
'[10:58:03.070]',0.315
'[10:58:03.078]',0.305
'[10:58:03.086]',0.305
'[10:58:03.094]',0.295
'[10:58:03.102]',0.285
'[10:58:03.109]',0.285
'[10:58:03.117]',0.275
'[10:58:03.125]',0.265
'[10:58:03.133]',0.255
'[10:58:03.141]',0.245
'[10:58:03.148]',0.235
'[10:58:03.156]',0.235
'[10:58:03.164]',0.225
'[10:58:03.172]',0.215
'[10:58:03.180]',0.205
'[10:58:03.188]',0.195
'[10:58:03.195]',0.185
'[10:58:03.203]',0.175
'[10:58:03.211]',0.165
'[10:58:03.219]',0.155
'[10:58:03.227]',0.145
'[10:58:03.234]',0.135
'[10:58:03.242]',0.125
'[10:58:03.250]',0.105
'[10:58:03.258]',0.085
'[10:58:03.266]',0.085
'[10:58:03.273]',-0.595
'[10:58:03.281]',-0.625
'[10:58:03.289]',-0.575
'[10:58:03.297]',-0.545
'[10:58:03.305]',-0.535
'[10:58:03.313]',-0.535
'[10:58:03.320]',-0.535
'[10:58:03.328]',-0.535
'[10:58:03.336]',-0.525
'[10:58:03.344]',-0.525
'[10:58:03.352]',-0.525
'[10:58:03.359]',-0.515
'[10:58:03.367]',-0.515
'[10:58:03.375]',-0.505
'[10:58:03.383]',-0.515
'[10:58:03.391]',-0.505
'[10:58:03.398]',-0.505
'[10:58:03.406]',-0.495
'[10:58:03.414]',-0.495
'[10:58:03.422]',-0.495
'[10:58:03.430]',-0.485
'[10:58:03.438]',-0.475
'[10:58:03.445]',-0.465
'[10:58:03.453]',-0.465
'[10:58:03.461]',-0.465
'[10:58:03.469]',-0.455
'[10:58:03.477]',-0.445
'[10:58:03.484]',-0.445
'[10:58:03.492]',-0.435
'[10:58:03.500]',-0.425
'[10:58:03.508]',-0.425
'[10:58:03.516]',-0.415
'[10:58:03.523]',-0.405
'[10:58:03.531]',-0.405
'[10:58:03.539]',-0.395
'[10:58:03.547]',-0.385
'[10:58:03.555]',-0.375
'[10:58:03.563]',-0.375
'[10:58:03.570]',-0.365
'[10:58:03.578]',-0.355
'[10:58:03.586]',-0.345
'[10:58:03.594]',-0.345
'[10:58:03.602]',-0.335
'[10:58:03.609]',-0.335
'[10:58:03.617]',-0.325
'[10:58:03.625]',-0.315
'[10:58:03.633]',-0.305
'[10:58:03.641]',-0.295
'[10:58:03.648]',-0.295
'[10:58:03.656]',-0.285
'[10:58:03.664]',-0.275
'[10:58:03.672]',-0.265
'[10:58:03.680]',-0.255
'[10:58:03.688]',-0.245
'[10:58:03.695]',-0.235
'[10:58:03.703]',-0.225
'[10:58:03.711]',-0.215
'[10:58:03.719]',-0.205
'[10:58:03.727]',-0.195
'[10:58:03.734]',-0.185
'[10:58:03.742]',-0.175
'[10:58:03.750]',-0.155
'[10:58:03.758]',-0.135
'[10:58:03.766]',-0.115
'[10:58:03.773]',0.445
'[10:58:03.781]',0.595
'[10:58:03.789]',0.535
'[10:58:03.797]',0.495
'[10:58:03.805]',0.485
'[10:58:03.813]',0.485
'[10:58:03.820]',0.485
'[10:58:03.828]',0.485
'[10:58:03.836]',0.475
'[10:58:03.844]',0.475
'[10:58:03.852]',0.475
'[10:58:03.859]',0.465
'[10:58:03.867]',0.465
'[10:58:03.875]',0.465
'[10:58:03.883]',0.455
'[10:58:03.891]',0.455
'[10:58:03.898]',0.445
'[10:58:03.906]',0.445
'[10:58:03.914]',0.445
'[10:58:03.922]',0.435
'[10:58:03.930]',0.425
'[10:58:03.938]',0.425
'[10:58:03.945]',0.415
'[10:58:03.953]',0.415
'[10:58:03.961]',0.395
'[10:58:03.969]',0.395
'[10:58:03.977]',0.395
'[10:58:03.984]',0.385
'[10:58:03.992]',0.375
'[10:58:04.000]',0.375
'[10:58:04.008]',0.365
'[10:58:04.016]',0.355
'[10:58:04.023]',0.345
'[10:58:04.031]',0.345
'[10:58:04.039]',0.335
'[10:58:04.047]',0.325
'[10:58:04.055]',0.315
'[10:58:04.063]',0.315
'[10:58:04.070]',0.305
'[10:58:04.078]',0.295
'[10:58:04.086]',0.295
'[10:58:04.094]',0.285
'[10:58:04.102]',0.275
'[10:58:04.109]',0.265
'[10:58:04.117]',0.265
'[10:58:04.125]',0.255
'[10:58:04.133]',0.255
'[10:58:04.141]',0.235
'[10:58:04.148]',0.235
'[10:58:04.156]',0.215
'[10:58:04.164]',0.215
'[10:58:04.172]',0.205
'[10:58:04.180]',0.195
'[10:58:04.188]',0.185
'[10:58:04.195]',0.175
'[10:58:04.203]',0.165
'[10:58:04.211]',0.155
'[10:58:04.219]',0.145
'[10:58:04.227]',0.135
'[10:58:04.234]',0.125
'[10:58:04.242]',0.115
'[10:58:04.250]',0.105
'[10:58:04.258]',0.085
'[10:58:04.266]',0.055
'[10:58:04.273]',-0.355
'[10:58:04.281]',-0.675
'[10:58:04.289]',-0.595
'[10:58:04.297]',-0.565
'[10:58:04.305]',-0.545
'[10:58:04.313]',-0.545
'[10:58:04.320]',-0.545
'[10:58:04.328]',-0.545
'[10:58:04.336]',-0.535
'[10:58:04.344]',-0.535
'[10:58:04.352]',-0.535
'[10:58:04.359]',-0.535
'[10:58:04.367]',-0.535
'[10:58:04.375]',-0.525
'[10:58:04.383]',-0.525
'[10:58:04.391]',-0.515
'[10:58:04.398]',-0.515
'[10:58:04.406]',-0.505
'[10:58:04.414]',-0.495
'[10:58:04.422]',-0.495
'[10:58:04.430]',-0.485
'[10:58:04.438]',-0.485
'[10:58:04.445]',-0.475
'[10:58:04.453]',-0.465
'[10:58:04.461]',-0.465
'[10:58:04.469]',-0.465
'[10:58:04.477]',-0.455
'[10:58:04.484]',-0.445
'[10:58:04.492]',-0.435
'[10:58:04.500]',-0.425
'[10:58:04.508]',-0.425
'[10:58:04.516]',-0.415
'[10:58:04.523]',-0.415
'[10:58:04.531]',-0.405
'[10:58:04.539]',-0.405
'[10:58:04.547]',-0.395
'[10:58:04.555]',-0.385
'[10:58:04.563]',-0.375
'[10:58:04.570]',-0.375
'[10:58:04.578]',-0.365
'[10:58:04.586]',-0.355
'[10:58:04.594]',-0.345
'[10:58:04.602]',-0.345
'[10:58:04.609]',-0.335
'[10:58:04.617]',-0.325
'[10:58:04.625]',-0.315
'[10:58:04.633]',-0.315
'[10:58:04.641]',-0.305
'[10:58:04.648]',-0.295
'[10:58:04.656]',-0.285
'[10:58:04.664]',-0.275
'[10:58:04.672]',-0.265
'[10:58:04.680]',-0.255
'[10:58:04.688]',-0.245
'[10:58:04.695]',-0.235
'[10:58:04.703]',-0.225
'[10:58:04.711]',-0.215
'[10:58:04.719]',-0.205
'[10:58:04.727]',-0.195
'[10:58:04.734]',-0.185
'[10:58:04.742]',-0.175
'[10:58:04.750]',-0.165
'[10:58:04.758]',-0.145
'[10:58:04.766]',-0.115
'[10:58:04.773]',0.395
'[10:58:04.781]',0.605
'[10:58:04.789]',0.535
'[10:58:04.797]',0.495
'[10:58:04.805]',0.485
'[10:58:04.813]',0.485
'[10:58:04.820]',0.485
'[10:58:04.828]',0.475
'[10:58:04.836]',0.475
'[10:58:04.844]',0.475
'[10:58:04.852]',0.475
'[10:58:04.859]',0.465
'[10:58:04.867]',0.465
'[10:58:04.875]',0.465
'[10:58:04.883]',0.455
'[10:58:04.891]',0.445
'[10:58:04.898]',0.445
'[10:58:04.906]',0.445
'[10:58:04.914]',0.435
'[10:58:04.922]',0.425
'[10:58:04.930]',0.425
'[10:58:04.938]',0.425
'[10:58:04.945]',0.415
'[10:58:04.953]',0.405
'[10:58:04.961]',0.405
'[10:58:04.969]',0.395
'[10:58:04.977]',0.385
'[10:58:04.984]',0.375
'[10:58:04.992]',0.375
'[10:58:05.000]',0.365
'[10:58:05.008]',0.365
'[10:58:05.016]',0.355
'[10:58:05.023]',0.345
'[10:58:05.031]',0.345
'[10:58:05.039]',0.335
'[10:58:05.047]',0.325
'[10:58:05.055]',0.325
'[10:58:05.063]',0.315
'[10:58:05.070]',0.305
'[10:58:05.078]',0.295
'[10:58:05.086]',0.285
'[10:58:05.094]',0.285
'[10:58:05.102]',0.285
'[10:58:05.109]',0.275
'[10:58:05.117]',0.265
'[10:58:05.125]',0.255
'[10:58:05.133]',0.255
'[10:58:05.141]',0.245
'[10:58:05.148]',0.235
'[10:58:05.156]',0.225
'[10:58:05.164]',0.215
'[10:58:05.172]',0.205
'[10:58:05.180]',0.195
'[10:58:05.188]',0.185
'[10:58:05.195]',0.175
'[10:58:05.203]',0.165
'[10:58:05.211]',0.155
'[10:58:05.219]',0.145
'[10:58:05.227]',0.135
'[10:58:05.234]',0.125
'[10:58:05.242]',0.115
'[10:58:05.250]',0.105
'[10:58:05.258]',0.085
'[10:58:05.266]',0.065
'[10:58:05.273]',-0.245
'[10:58:05.281]',-0.675
'[10:58:05.289]',-0.605
'[10:58:05.297]',-0.565
'[10:58:05.305]',-0.555
'[10:58:05.313]',-0.545
'[10:58:05.320]',-0.545
'[10:58:05.328]',-0.545
'[10:58:05.336]',-0.545
'[10:58:05.344]',-0.545
'[10:58:05.352]',-0.535
'[10:58:05.359]',-0.535
'[10:58:05.367]',-0.525
'[10:58:05.375]',-0.525
'[10:58:05.383]',-0.515
'[10:58:05.391]',-0.515
'[10:58:05.398]',-0.505
'[10:58:05.406]',-0.505
'[10:58:05.414]',-0.505
'[10:58:05.422]',-0.495
'[10:58:05.430]',-0.485
'[10:58:05.438]',-0.475
'[10:58:05.445]',-0.475
'[10:58:05.453]',-0.465
'[10:58:05.461]',-0.465
'[10:58:05.469]',-0.455
'[10:58:05.477]',-0.445
'[10:58:05.484]',-0.445
'[10:58:05.492]',-0.435
'[10:58:05.500]',-0.425
'[10:58:05.508]',-0.425
'[10:58:05.516]',-0.425
'[10:58:05.523]',-0.415
'[10:58:05.531]',-0.405
'[10:58:05.539]',-0.395
'[10:58:05.547]',-0.395
'[10:58:05.555]',-0.385
'[10:58:05.563]',-0.385
'[10:58:05.570]',-0.375
'[10:58:05.578]',-0.365
'[10:58:05.586]',-0.365
'[10:58:05.594]',-0.355
'[10:58:05.602]',-0.345
'[10:58:05.609]',-0.345
'[10:58:05.617]',-0.335
'[10:58:05.625]',-0.325
'[10:58:05.633]',-0.315
'[10:58:05.641]',-0.305
'[10:58:05.648]',-0.305
'[10:58:05.656]',-0.295
'[10:58:05.664]',-0.285
'[10:58:05.672]',-0.275
'[10:58:05.680]',-0.265
'[10:58:05.688]',-0.255
'[10:58:05.695]',-0.245
'[10:58:05.703]',-0.235
'[10:58:05.711]',-0.225
'[10:58:05.719]',-0.215
'[10:58:05.727]',-0.205
'[10:58:05.734]',-0.195
'[10:58:05.742]',-0.185
'[10:58:05.750]',-0.175
'[10:58:05.758]',-0.155
'[10:58:05.766]',-0.135
'[10:58:05.773]',0.315
'[10:58:05.781]',0.595
'[10:58:05.789]',0.525
'[10:58:05.797]',0.495
'[10:58:05.805]',0.475
'[10:58:05.813]',0.485
'[10:58:05.820]',0.475
'[10:58:05.828]',0.475
'[10:58:05.836]',0.475
'[10:58:05.844]',0.465
'[10:58:05.852]',0.465
'[10:58:05.859]',0.455
'[10:58:05.867]',0.455
'[10:58:05.875]',0.455
'[10:58:05.883]',0.455
'[10:58:05.891]',0.445
'[10:58:05.898]',0.435
'[10:58:05.906]',0.435
'[10:58:05.914]',0.425
'[10:58:05.922]',0.415
'[10:58:05.930]',0.415
'[10:58:05.938]',0.405
'[10:58:05.945]',0.405
'[10:58:05.953]',0.395
'[10:58:05.961]',0.385
'[10:58:05.969]',0.385
'[10:58:05.977]',0.375
'[10:58:05.984]',0.365
'[10:58:05.992]',0.365
'[10:58:06.000]',0.355
'[10:58:06.008]',0.345
'[10:58:06.016]',0.345
'[10:58:06.023]',0.335
'[10:58:06.031]',0.325
'[10:58:06.039]',0.325
'[10:58:06.047]',0.315
'[10:58:06.055]',0.305
'[10:58:06.063]',0.305
'[10:58:06.070]',0.295
'[10:58:06.078]',0.285
'[10:58:06.086]',0.285
'[10:58:06.094]',0.275
'[10:58:06.102]',0.265
'[10:58:06.109]',0.255
'[10:58:06.117]',0.255
'[10:58:06.125]',0.245
'[10:58:06.133]',0.245
'[10:58:06.141]',0.235
'[10:58:06.148]',0.225
'[10:58:06.156]',0.215
'[10:58:06.164]',0.205
'[10:58:06.172]',0.195
'[10:58:06.180]',0.185
'[10:58:06.188]',0.175
'[10:58:06.195]',0.165
'[10:58:06.203]',0.155
'[10:58:06.211]',0.155
'[10:58:06.219]',0.145
'[10:58:06.227]',0.135
'[10:58:06.234]',0.115
'[10:58:06.242]',0.105
'[10:58:06.250]',0.095
'[10:58:06.258]',0.075
'[10:58:06.266]',0.055
'[10:58:06.273]',-0.315
'[10:58:06.281]',-0.675
'[10:58:06.289]',-0.615
'[10:58:06.297]',-0.575
'[10:58:06.305]',-0.555
'[10:58:06.313]',-0.555
'[10:58:06.320]',-0.545
'[10:58:06.328]',-0.555
'[10:58:06.336]',-0.545
'[10:58:06.344]',-0.545
'[10:58:06.352]',-0.535
'[10:58:06.359]',-0.535
'[10:58:06.367]',-0.545
'[10:58:06.375]',-0.525
'[10:58:06.383]',-0.525
'[10:58:06.391]',-0.525
'[10:58:06.398]',-0.515
'[10:58:06.406]',-0.515
'[10:58:06.414]',-0.505
'[10:58:06.422]',-0.505
'[10:58:06.430]',-0.495
'[10:58:06.438]',-0.485
'[10:58:06.445]',-0.475
'[10:58:06.453]',-0.475
'[10:58:06.461]',-0.475
'[10:58:06.469]',-0.465
'[10:58:06.477]',-0.455
'[10:58:06.484]',-0.455
'[10:58:06.492]',-0.455
'[10:58:06.500]',-0.445
'[10:58:06.508]',-0.435
'[10:58:06.516]',-0.435
'[10:58:06.523]',-0.425
'[10:58:06.531]',-0.415
'[10:58:06.539]',-0.405
'[10:58:06.547]',-0.405
'[10:58:06.555]',-0.395
'[10:58:06.563]',-0.385
'[10:58:06.570]',-0.375
'[10:58:06.578]',-0.375
'[10:58:06.586]',-0.365
'[10:58:06.594]',-0.355
'[10:58:06.602]',-0.355
'[10:58:06.609]',-0.345
'[10:58:06.617]',-0.345
'[10:58:06.625]',-0.335
'[10:58:06.633]',-0.325
'[10:58:06.641]',-0.315
'[10:58:06.648]',-0.315
'[10:58:06.656]',-0.305
'[10:58:06.664]',-0.285
'[10:58:06.672]',-0.285
'[10:58:06.680]',-0.275
'[10:58:06.688]',-0.265
'[10:58:06.695]',-0.255
'[10:58:06.703]',-0.245
'[10:58:06.711]',-0.225
'[10:58:06.719]',-0.225
'[10:58:06.727]',-0.215
'[10:58:06.734]',-0.205
'[10:58:06.742]',-0.185
'[10:58:06.750]',-0.175
'[10:58:06.758]',-0.155
'[10:58:06.766]',-0.135
'[10:58:06.773]',0.335
'[10:58:06.781]',0.595
'[10:58:06.789]',0.535
'[10:58:06.797]',0.495
'[10:58:06.805]',0.485
'[10:58:06.813]',0.475
'[10:58:06.820]',0.475
'[10:58:06.828]',0.475
'[10:58:06.836]',0.475
'[10:58:06.844]',0.465
'[10:58:06.852]',0.455
'[10:58:06.859]',0.455
'[10:58:06.867]',0.455
'[10:58:06.875]',0.455
'[10:58:06.883]',0.445
'[10:58:06.891]',0.435
'[10:58:06.898]',0.435
'[10:58:06.906]',0.435
'[10:58:06.914]',0.425
'[10:58:06.922]',0.415
'[10:58:06.930]',0.415
'[10:58:06.938]',0.405
'[10:58:06.945]',0.395
'[10:58:06.953]',0.395
'[10:58:06.961]',0.395
'[10:58:06.969]',0.385
'[10:58:06.977]',0.375
'[10:58:06.984]',0.375
'[10:58:06.992]',0.365
'[10:58:07.000]',0.365
'[10:58:07.008]',0.355
'[10:58:07.016]',0.345
'[10:58:07.023]',0.345
'[10:58:07.031]',0.335
'[10:58:07.039]',0.335
